GLOTTOCODE	NAME	ISO_CODE	LATITUDE	LONGITUDE	GLOTTOLOG_FAMILY	TRESOLDI_GENUS	WALS_GENUS	WALS_SAMPLES100	WALS_SAMPLES200	AUTOTYP_STOCK	AUTOTYP_MBRANCH	AUTOTYP_SBRANCH	AUTOTYP_SSBRANCH	AUTOTYP_LSBRANCH
kusa1253	Kusaghe				Austronesian	Oceanic								
kuse1238	Kuseki				Atlantic-Congo	Adamawa								
kusg1238	Kigile-Kusgilo				Koman	Koman								
kush1236	Kushi	kuh	9.40731	10.9396	Afro-Asiatic	West Chadic								
kusk1241	General Central Yup'ik				Eskimo-Aleut	Eskimo								
kust1238	Kustenau		-14.9	-53.15	Arawakan	Central Arawakan								
kusu1250	Kusunda	kgg	28.33	82.6		Kusunda	Kusunda	False	False	Kusunda	Kusunda	Kusunda	Kusunda	Kusunda
kusu1251	Kusuntu				Atlantic-Congo	Gur								
kusu1252	Kusu	ksv	-3.61459	25.2923	Atlantic-Congo	Bantoid								
kusu1253	Kusuri				North Halmahera	North Halmaheran								
kuta1241	Kutang Ghale	ght	28.3808	84.93	Sino-Tibetan	Bodic								
kuta1242	Kuta				Atlantic-Congo	Nupoid								
kute1248	Kutep	kub	7.07479	10.0916	Atlantic-Congo	Platoid				Benue-Congo	Jukunoid	Jukunoid	Jukunoid	Jukunoid
kute1249	Kutenai	kut	48.7892	-115.065		Kutenai	Kutenai	True	True	Kutenai	Kutenai	Kutenai	Kutenai	Kutenai
kuth1240	Kuthant	xut	-17.4566	140.958	Pama-Nyungan	Northern Pama-Nyungan								
kuti1243	Kuti				Sino-Tibetan	Bodic								
kuto1237	Kuto-Kute				Austronesian	Malayo-Sumbawan								
kutt1236	Kutto	kpa	10.7074	11.4953	Afro-Asiatic	West Chadic								
kutu1261	Kutule				Atlantic-Congo	Gur								
kutu1262	Kuturmi	khj	10.1485	7.96524	Atlantic-Congo	Platoid								
kutu1263	Kutu	kdc	-7.23789	37.8623	Atlantic-Congo	Bantoid								
kutu1264	Kutu (Mongo)				Atlantic-Congo	Bantoid								
kutu1265	Kutu (Libinza)				Atlantic-Congo	Bantoid								
kutu1266	Kutubu				East Kutubu	Kutubuan								
kuuk1238	Kuuku-Ya'u	kuy	-12.4947	143.165	Pama-Nyungan	Northern Pama-Nyungan	Northern Pama-Nyungan	False	False	Pama-Nyungan	Paman	Northeastern Pama	Northeastern Pama	Northeastern Pama
kuuk1242	Kuuku				Afro-Asiatic	West Chadic								
kuuk1243	Kuuk-Yak	uky			Pama-Nyungan	Northern Pama-Nyungan								
kuun1236	Kuungkari of Barcoo River	lku	-24.75108713	143.5365228	Pama-Nyungan	Central Pama-Nyungan								
kuva1242	Kuvakan				Turkic	Turkic								
kuva1244	Kuvale	olu	-15.3065	12.7148	Atlantic-Congo	Bantoid								
kuve1239	Kuvenmas				Sepik	Sepik Hill								
kuvi1243	Kuvi	kxv	18.8832	83.7552	Dravidian	South-Central Dravidian	South-Central Dravidian	False	False	Dravidian	South Dravidian	South Dravidian II (”South-Central”)	South Dravidian II (”South-Central”)	South Dravidian II (”South-Central”)
kuwa1246	Kuwaataay	cwt	12.48255	-16.74835	Atlantic-Congo	Northern Atlantic								
kuwa1247	Kuwaa	blh	7.54885	-9.9765	Atlantic-Congo	Kru								
kuwa1251	Kuwaiti Hadari Arabic				Afro-Asiatic	Semitic								
kuwa1252	Kuwaiti Sign Language		29.376662	47.98118	Sign Language	Sign Languages								
kuwa1253	Kuwa				Sino-Tibetan	Northern Naga								
kuya1247	Kuy Antra				Austroasiatic	Katuic								
kuya1248	Kuy Anthua				Austroasiatic	Katuic								
kuya1249	Kuya				Atlantic-Congo	Bantoid								
kuym1241	Kuy Mlor				Austroasiatic	Katuic								
kuym1242	Kuy May				Austroasiatic	Katuic								
kuyu1236	Kuyubi		-11.75	-64.0	Chapacuran	Chapacura-Wanham								
kuyy1240	Kuy	kdt	14.6698	104.911	Austroasiatic	Katuic								
kvan1238	Kvanxidatl				Nakh-Daghestanian	Avar-Andic-Tsezic								
kven1236	Kven Finnish	fkv	69.3772	29.5434	Uralic	Finnic								
kwaa1262	Baa	kwb	9.42222	11.4439	Atlantic-Congo	Gur								
kwaa1263	Kwaafi				Atlantic-Congo	Bantoid								
kwaa1264	Kwa (Fipa)				Atlantic-Congo	Bantoid								
kwaa1265	Kwa'	bko	4.88273	10.3453	Atlantic-Congo	Bantoid								
kwaa1269	Kwaami	ksq	10.4141	11.0192	Afro-Asiatic	West Chadic	West Chadic	False	False	Chadic	West Chadic	West Chadic	West Chadic	West Chadic
kwad1244	Kwadi	kwz	-15.8745	12.1147	Khoe-Kwadi	Khoe-Kwadi				Kwadi-Khoe	Kwadi	Kwadi	Kwadi	Kwadi
kwad1248	Kw'adza	wka	-4.00743	35.1828	Afro-Asiatic	Southern Cushitic								
kwag1238	Kwagallak				Afro-Asiatic	West Chadic								
kwai1243	Kwaio	kwd	-8.93744	160.965	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Longgu/Malaita/Makira
kwai1244	Kwaibida				Austronesian	Oceanic								
kwai1245	Kwaibo				Austronesian	Oceanic								
kwaj1241	Kwaji				Atlantic-Congo	Adamawa								
kwaj1242	Kwaja-Ndaktup	kdz	6.650434	11.06	Atlantic-Congo	Bantoid								
kwaj1243	Kwaja				Atlantic-Congo	Bantoid								
kwak1264	Kwak	kwq	6.66524	11.1087	Bookkeeping									
kwak1265	Kwakwagom				Atlantic-Congo	Bantoid								
kwak1266	Kwakum	kwu	4.34393	13.6446	Atlantic-Congo	Bantoid								
kwak1267	Kwak (Yamba)				Atlantic-Congo	Bantoid								
kwak1269	Kwak'wala	kwk	50.9269	-127.308	Wakashan	Northern Wakashan	Northern Wakashan	False	False	Wakashan	Kwakiutlan (North Wakashan)	Kwakiutlan (North Wakashan)	Kwakiutlan (North Wakashan)	Kwakiutlan (North Wakashan)
kwal1254	Kwaludhi				Atlantic-Congo	Bantoid								
kwal1255	Kwali				Atlantic-Congo	Nupoid								
kwal1256	Kwalaiwa				Austronesian	Oceanic								
kwam1249	Gwama	kmq	9.50836	34.2457	Koman	Koman								
kwam1250	Kwami	ktf	-1.53712	27.4633	Atlantic-Congo	Bantoid								
kwam1251	Kwambi	kwm	-18.0339	15.7294	Atlantic-Congo	Bantoid								
kwam1252	Kwamera	tnk	-19.5954	169.442	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian
kwam1253	Kwamana				Austronesian	Oceanic								
kwam1254	Kwamtim One	okk	-3.44911	141.889	Nuclear Torricelli	West Wapei								
kwan1271	Kwange				Atlantic-Congo	Bantoid								
kwan1273	Kwangali	kwn	-17.9026	19.256	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
kwan1274	Kwandi				Atlantic-Congo	Bantoid								
kwan1275	Kwangwa				Atlantic-Congo	Bantoid								
kwan1276	Kwanja	knp	6.30293	11.6931	Atlantic-Congo	Bantoid								
kwan1277	Kwange (Nigeria)				Atlantic-Congo	Nupoid								
kwan1278	Kwanga	kwj	-3.74263	142.711	Sepik	Middle Sepik								
kwan1285	Kwang	kvi	10.1181	16.5129	Afro-Asiatic	East Chadic								
kwan1289	Kwandu	xdo	-13.80147	13.11922	Atlantic-Congo	Bantoid								
kwar1239	Kwara'ae	kwf	-8.75779	160.804	Austronesian	Oceanic								
kwar1243	Kwarta Mataci				Afro-Asiatic	West Chadic								
kwas1243	Kwasio	nmg	2.39354	10.0812	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
kwas1244	Kwasang				Austronesian	Oceanic								
kwat1244	Kwato	kop	-5.53799	145.629	Nuclear Trans New Guinea	Madang								
kwat1246	Kwatl		30.049	-115.386	Cochimi-Yuman	Yuman								
kwaw1238	Kwawu				Atlantic-Congo	Kwa								
kway1241	Kwaya	kya	-1.80737	33.71	Atlantic-Congo	Bantoid								
kway1242	Kwayam				Saharan	Western Saharan								
kwaz1242	Kwazwimba				Atlantic-Congo	Bantoid								
kwaz1243	Kwaza	xwa	-11.6667	-61.1833		Kwaza				Kwaza	Kwaza	Kwaza	Kwaza	Kwaza
kweg1241	Kwegu	xwg	5.40416	36.1702	Surmic	Surmic	Surmic	False	False	Surmic	Surmic	Surmic	Surmic	Surmic
kwen1245	Kwena				Atlantic-Congo	Bantoid								
kwen1246	Kweny				Atlantic-Congo	Bantoid								
kwen1247	Kwenyii				Austronesian	Oceanic								
kwer1261	Kwere	cwe	-6.50666	38.4449	Atlantic-Congo	Bantoid								
kwer1263	Kwerba Mamberamo	xwr	-2.56457	138.436	Greater Kwerba	Kwerba								
kwer1264	Kwerisa	kkb	-2.99145	138.135	Lakes Plain	Lakes Plain								
kwer1265	Kwer	kwr	-5.02008	140.012	Nuclear Trans New Guinea	Ok								
kwes1244	Kwese	kws	-5.60445	18.5759	Atlantic-Congo	Bantoid								
kwes1245	Kwesten	kwt	-2.03622	138.853	Tor-Orya	Tor								
kwin1241	Kwini	gww	-14.2515	126.562	Worrorran	Worrorran	Worrorran	False	False	Worrorran	Worrorran	Worrorran	Worrorran	Worrorran
kwin1242	Kwinsu	kuc	-2.3038	139.5137	Tor-Orya	Tor								
kwin1243	Kwinti	kww	5.1323	-56.1266	Indo-European	Creoles and Pidgins								
kwis1235	Kwisi				Unattested									
kwol1241	Kwolla				Afro-Asiatic	Central Cushitic								
kwom1262	Kwoma	kmo	-4.08721	142.664	Sepik	Middle Sepik	Middle Sepik	False	False	Sepik	Nukuma	Nukuma	Nukuma	Nukuma
kwom1264	Kwoma-Manambu Pidgin		-4.072276	142.842763	Pidgin									
kwon1238	Kwonci				Afro-Asiatic	West Chadic								
kwus1239	Kwusaun				Ndu	Ndu								
kxau1241	Groot Laagte =/Kx'au//'ein	aue	-21.0554	21.1793	Kxa									
kxau1242	||Kxau				Tuu	Tu								
kxoe1243	Kxoe	xuu	-16.59051	22.599835	Khoe-Kwadi	Khoe-Kwadi	Khoe-Kwadi	False	False	Kwadi-Khoe	Kalahari	Kalahari	Kalahari	Kalahari
kxoe1244	Kxoedam				Khoe-Kwadi	Khoe-Kwadi								
kyab1238	Kyabrat				Indo-European	Indic								
kyak1243	Kyak	bka	9.51524	11.2785	Atlantic-Congo	Gur								
kyak1244	Kyaka	kyc	-5.52462	144.119	Nuclear Trans New Guinea	Engan	Engan	False	False	Engan-Kewa	Engan	Engan	Engan	Engan
kyan1239	Kyanzi				Atlantic-Congo	Bantoid								
kyau1238	Kyaura				Sino-Tibetan	Bodic								
kyen1242	Kyenga	tye	11.5953	3.58651	Mande	Eastern Mande								
kyen1243	Kyenele	kql	-4.66964	143.855	Yuat	Yuat								
kyer1238	Kyerung	kgy	28.2922	85.4257	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	Central Tibetan (U-Tsang)
kyir1236	Kyirong				Sino-Tibetan	Bodic								
kyon1245	Kyon				Sino-Tibetan	Kuki-Chin								
kyon1246	Kyong				Sino-Tibetan	Kuki-Chin								
kyon1247	Kyongsangdo		35.3	128.3	Koreanic	Korean								
kyoo1238	Kyo				Sino-Tibetan	Kuki-Chin								
kyot1238	Kyoto				Japonic	Japanese								
kyou1238	Kyou				Sino-Tibetan	Kuki-Chin								
kyur1234	Kyurav				Atlantic-Congo	Bantoid								
kyur1235	Kyurin				Indo-European	Armenian								
kyus1238	Kyūshū				Japonic	Japanese								
kyzy1244	Kyzyl				Turkic	Turkic								
kyzy1245	Kyzylbash				Turkic	Turkic								
laaa1238	La				Austroasiatic	Palaung-Khmuic								
laab1237	Laabe				Laal	Laal								
laad1235	Láadan	ldn			Artificial Language									
laal1241	Láá Láá Bwamu	bwj	11.6524	-3.17735	Atlantic-Congo	Gur								
laal1242	Laal	gdm	10.0063	17.6143		Laal	Laal	False	False	Laal	Laal	Laal	Laal	Laal
laar1238	Laari	ldi	-4.25	14.9	Atlantic-Congo	Bantoid								
laba1241	Laba	lau	1.66675	127.583	Bookkeeping									
laba1242	Labalekan				Austronesian	Central Malayo-Polynesian								
labe1239	Label	lbb	-4.46971	152.678	Austronesian	Oceanic								
labe1240	Labe				Austronesian	Oceanic								
labi1244	La'bi	lbi	7.85817	15.2895	Speech Register									
labi1245	Labir	jku	10.4847	9.59527	Atlantic-Congo	Bantoid								
labo1236	Labourdin				Basque	Basque								
labo1243	Labo Phowa	ypb	23.9	103.4	Sino-Tibetan	Burmese-Lolo								
labo1244	Ninde	mwi	-16.4291	167.442	Austronesian	Oceanic								
labo1245	Lābó Pumi				Sino-Tibetan	Qiangic								
labr1244	North Labrador Eskimo				Eskimo-Aleut	Eskimo								
labt1234	Lab Tosk				Indo-European	Albanian								
labu1248	Labu	lbu	-6.75	146.903	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage
labu1249	Labuk-Kinabatangan Kadazan	dtb	5.51924	117.507	Austronesian	North Borneo								
labu1250	Labuk (Kadazan)				Austronesian	North Borneo								
labu1251	Labuandiri				Austronesian	Celebic								
labu1252	Labuan				Austronesian	Rukai								
labu1253	Labuk (Tidund)				Austronesian	North Borneo								
labw1238	Labwor	lth	2.699942	33.657947	Nilotic	Nilotic								
laca1243	Lacandon	lac	17.02093	-91.42348	Mayan	Mayan	Mayan	False	False	Mayan	Yucatecan	Yucatecan	Yucatecan	Yucatecan
laca1244	Lacanjá				Mayan	Mayan								
lacc1239	Lac				Austroasiatic	Bahnaric								
lach1246	Lach				Indo-European	Slavic								
lach1248	Lachi	lbt	22.8549	104.776	Tai-Kadai	Kadai	Kadai	False	False	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai
lach1249	Lachixío Zapotec	zpl	16.7215	-96.9318	Otomanguean	Zapotecan								
lach1250	Lachiguiri Zapotec	zpa	16.5772	-95.5367	Otomanguean	Zapotecan								
lach1251	Lachirioag Zapotec	ztc			Bookkeeping									
laco1243	La Conception				Austronesian	Oceanic								
lacs1238	Lac Seul Ojibwa				Algic	Algonquian								
lact1237	Lactan				Austronesian	Greater Central Philippine								
lada1244	Leh-Kenhat	lbj	33.468	80.6013	Sino-Tibetan	Bodic	Bodic	False	True	Sino-Tibetan	Bodic	Tibetan	Western Archaic Tibetan	Western Archaic Tibetan
lada1245	Ladakhi Sign				Artificial Language									
ladi1250	Ladin	lld	46.60651	11.89498	Indo-European	Romance	Romance	False	False	Indo-European	Italic-Celtic	Italic	Italic	Italic
ladi1251	Ladino	lad	41.205	28.6632	Indo-European	Romance	Romance	False	False	Indo-European	Italic-Celtic	Italic	Italic	Italic
ladj1234	Ladji Ladji	llj			Pama-Nyungan	Southeastern Pama-Nyungan								
laek1243	Laeko-Libuat	lkl	-3.69618	142.237	Nuclear Torricelli	Nuclear Torricelli								
lafi1238	La'fi				Atlantic-Congo	Bantoid								
lafo1243	Lafofa	laf	10.3357	30.7331		Lafofa	Lafofa	False	False	Kordofanian	Kordofanian	Kordofanian	Kordofanian	Kordofanian
laga1241	Lagarteiru				Indo-European	Romance								
laga1242	Lagawe Ifugao				Austronesian	Northern Luzon								
lagh1243	Laghman				Indo-European	Indic								
lagh1245	Laghuu	lgh	22.2674	103.929	Sino-Tibetan	Burmese-Lolo								
lagh1246	Laghu	lgb	-8.00509	158.961	Austronesian	Oceanic								
lagi1237	Lagis				Austronesian	Oceanic								
lago1242	Lagowa				Dajuic	Daju								
lagu1249	Lagume				Kwalean	Kwalean								
lagu1250	Laguna				Otomanguean	Mixtecan								
lagw1237	Lagwan	kot	11.5592	14.9884	Afro-Asiatic	Biu-Mandara	Biu-Mandara	False	False	Chadic	Biu-Mandara (Central Chadic)	Biu-Mandara (Central Chadic)	Biu-Mandara (Central Chadic)	Biu-Mandara (Central Chadic)
laha1250	Laha (Viet Nam)	lha	21.55149	103.86379	Tai-Kadai	Kadai	Kadai	False	False	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai
laha1251	Laha (Indonesia)	lhh	-3.70755	128.073	Austronesian	Central Malayo-Polynesian								
laha1252	Laha Serani				Austronesian	Central Malayo-Polynesian								
laha1253	Lahanan	lhn	2.72734	113.947	Austronesian	North Borneo								
laha1254	Lahada				Koiarian	Koiarian								
lahi1234	Lahijani				Indo-European	Iranian								
laht1236	Lahta Karen	kvt	20.1797	97.3791	Bookkeeping									
lahu1250	Lahul Lohar	lhl	32.583	77.0	Indo-European	Indic								
lahu1252	Lahu Shi	lhi	21.2078	100.97	Sino-Tibetan	Burmese-Lolo								
lahu1253	Lahu	lhu	21.2701	100.214	Sino-Tibetan	Burmese-Lolo	Burmese-Lolo	False	False	Sino-Tibetan	Lolo-Burmese	Loloish	Central Loloish	Central Loloish
lahu1254	Lahu Phung				Sino-Tibetan	Burmese-Lolo								
lahu1255	Lahu Shi (Retired)	kds			Bookkeeping									
lahy1238	Lahyj				Indo-European	Iranian								
laia1241	Laia				Mande	Western Mande								
laia1242	Laiagam				Nuclear Trans New Guinea	Engan								
laii1239	Lai				Atlantic-Congo	Gbaya-Manza-Ngbaka								
laim1240	Laimbue	lmx	6.28158	10.1427	Atlantic-Congo	Bantoid								
lait1238	Laitokitok				Nilotic	Nilotic								
laiw1239	Laiwui				Austronesian	Celebic								
laiy1245	Laiyen				Heibanic	Heiban								
laiy1246	Laiyolo	lji	-6.45512	120.483	Austronesian	Celebic								
laiy1247	Laiya				Nuclear Trans New Guinea	Eastern Highlands								
laiz1241	Laizo				Sino-Tibetan	Kuki-Chin								
laja1238	La Jalca				Quechuan	Quechuan								
laju1238	Laju		26.8954	95.5811	Sino-Tibetan	Northern Naga								
laka1251	Lakadong				Austroasiatic	Khasian								
laka1252	Laka (Nigeria)	lak	9.14965	11.228	Atlantic-Congo	Adamawa								
laka1253	Lakama'di				Central Sudanic	Moru-Ma'di								
laka1254	Laka (Chad)	lap	7.78997	16.0193	Central Sudanic	Bongo-Bagirmi								
laka1255	Lakalei	lka	-8.86372	125.716	Austronesian	Central Malayo-Polynesian								
lake1254	Laket				Austronesian	Oceanic								
lake1256	Lake				Salishan	Interior Salish								
lake1257	Lake of the Woods Ojibwa				Algic	Algonquian								
lake1258	Lake Miwok	lmw	39.0021	-122.621	Miwok-Costanoan	Miwok	Miwok	False	False	Yokuts-Utian	Utian	Miwok-Costanoan	Miwok	Western Miwok
lake1259	Lake Constance Alemannic				Indo-European	Germanic								
lake1260	Lakei				Indo-European	Iranian								
lakh1240	Lakha	lkh	27.6325	90.3336	Sino-Tibetan	Bodic								
laki1244	Laki	lki	34.0103	47.9398	Indo-European	Iranian								
laki1245	Laking				Sino-Tibetan	Burmese-Lolo								
lakk1238	Lakkia	lbc	24.1169	110.106	Tai-Kadai	Kadai	Kadai	False	False	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai
lakk1252	Lak	lbe	42.1328	47.0809	Nakh-Daghestanian	Lak-Dargwa	Lak-Dargwa	False	True	Nakh-Daghestanian	Daghestanian	Lak	Lak	Lak
lako1244	Lakota Dida	dic	5.86012	-5.40633	Atlantic-Congo	Kru	Kru	False	False	Kru	East Kru	East Kru	East Kru	East Kru
lako1245	Lakon	lkn	-14.29899	167.429382	Austronesian	Oceanic								
lako1246	Lakor				Austronesian	Central Malayo-Polynesian								
lako1247	Lakota	lkt	46.3699	-103.95	Siouan	Core Siouan	Core Siouan	True	True	Siouan	Siouan	Siouan	Siouan	Siouan
lako1248	Lakondê	lkd	-13.2	-60.5	Nambiquaran	Nambikuaran								
laku1237	Lakudo				Austronesian	Celebic								
laku1238	Lakuramau		-2.883333	151.25	Austronesian	Oceanic								
lala1261	Lala-Roba	lla	9.89429	12.169	Atlantic-Congo	Gur								
lala1262	Lala (Nigeria)				Atlantic-Congo	Gur								
lala1263	Lala (Zulu)				Atlantic-Congo	Bantoid								
lala1264	Lala-Bisa	leb	-12.945	30.2297	Atlantic-Congo	Bantoid								
lala1265	Lala (Lala-Bisa)				Atlantic-Congo	Bantoid								
lala1266	Lalang				Austronesian	Malayo-Sumbawan								
lala1267	Lalaura				Austronesian	Oceanic								
lala1268	Lala	nrz	-8.93195	146.749	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip
lala1269	Lalamana				Timor-Alor-Pantar	Kolana-Tanglapui								
lala1270	Lalana Chinantec	cnl	17.58251	-96.00645	Otomanguean	Chinantecan								
lali1241	Lalin				Tungusic	Tungusic								
lali1242	Lalia	lal	-1.11711	23.3634	Atlantic-Congo	Bantoid								
lall1238	Lallere				Indo-European	Indic								
lalo1239	Lalomerui				Austronesian	Celebic								
lama1274	Lama-Tissi				Atlantic-Congo	Gur								
lama1275	Lama (Togo)	las	8.66954	0.833293	Atlantic-Congo	Gur								
lama1276	Lamandau				Austronesian	Malayo-Sumbawan								
lama1277	Lamaholot	slp	-8.36439	122.803	Austronesian	Central Malayo-Polynesian	Central Malayo-Polynesian	False	False	Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Timor	Flores-Lembata
lama1278	Peripheral Lembata	lmr	-8.53225	123.442	Austronesian	Central Malayo-Polynesian								
lama1279	Lamatuka	lmq	-8.39374	123.586	Austronesian	Central Malayo-Polynesian								
lama1280	Lamag Sungai				Austronesian	North Borneo								
lama1281	Lamai				Austronesian	East Formosan								
lama1288	Lamang	hia	11.0243	13.7362	Afro-Asiatic	Biu-Mandara	Biu-Mandara	False	False	Chadic	Biu-Mandara (Central Chadic)	Biu-Mandara (Central Chadic)	Biu-Mandara (Central Chadic)	Biu-Mandara (Central Chadic)
lama1289	Lama (Myanmar)	lay	27.6237	98.4694	Bookkeeping									
lama1290	Lamam	lmm	14.3658	107.336	Bookkeeping									
lama1296	Lama Naga				Sino-Tibetan	Northern Naga								
lama1298	Lamakera				Austronesian	Central Malayo-Polynesian								
lama1299	Lamalera				Austronesian	Central Malayo-Polynesian								
lama1300	Lamahora				Austronesian	Central Malayo-Polynesian								
lamb1269	Lambadi	lmn	16.5734	76.9717	Indo-European	Indic	Indic	False	False	Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Central Indo-Aryan
lamb1270	Lambwe				Atlantic-Congo	Bantoid								
lamb1271	Lamba	lam	-12.3366	27.9026	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
lamb1272	Lambya	lai	-9.49372	33.15852	Atlantic-Congo	Bantoid								
lamb1273	Lamboya	lmy	-9.70434	119.344	Austronesian	Central Malayo-Polynesian								
lamb1274	Lambunao				Austronesian	Greater Central Philippine								
lamb1275	Lambau				Nuclear Trans New Guinea	Eastern Highlands								
lamb1276	Lambayeque Quechua	quf	-6.1715	-79.468	Quechuan	Quechuan								
lamb1277	Lambichhong	lmh	27.0543	87.2168	Bookkeeping									
lamd1238	Lamdija				Sino-Tibetan	Mahakiranti								
lame1256	Lamet	lbn	19.8829	100.268	Austroasiatic	Palaung-Khmuic								
lame1257	Lame	bma	10.7229	8.78768	Atlantic-Congo	Bantoid								
lame1260	Lamenu	lmu	-16.6098	168.171	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage
lame1261	La Mesa del Nayar Cora				Uto-Aztecan	Corachol								
lame1268	Lamé				Afro-Asiatic	Masa								
lame1270	Lamei				Sino-Tibetan	Na-Qiangic								
lami1238	Laminusa				Austronesian	Sama-Bajaw								
lami1239	Lami				Sino-Tibetan	Burmese-Lolo								
lamj1244	Lamjung Gurung				Sino-Tibetan	Bodic								
lamj1245	Lamja-Dengsa-Tola	ldh	8.63772	12.1644	Atlantic-Congo	Bantoid								
lamj1246	Lamja				Atlantic-Congo	Bantoid								
lamj1247	Lamjung Yolmo				Sino-Tibetan	Bodic								
lamk1238	Lamkang	lmk	24.1523	94.2706	Sino-Tibetan	Kuki-Chin								
lamm1241	Western Pantar	lev	-8.52787	124.057	Timor-Alor-Pantar	Alor-Pantar				Timor-Alor-Pantar	Alor-Pantar	Alor-Pantar	Alor-Pantar	Alor-Pantar
lamm1244	Lam				Afro-Asiatic	Biu-Mandara								
lamn1239	Lamnso'	lns	6.39743	11.0684	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Grassfields Bantu	Grassfields Bantu	Grassfields Bantu
lamo1242	Lamogi				Atlantic-Congo	Bantoid								
lamo1243	Lamotrek				Austronesian	Oceanic								
lamo1244	Lamogai	lmg	-5.87071	149.321	Austronesian	Oceanic								
lamo1245	Lamo		29.892352	97.420774	Sino-Tibetan	Na-Qiangic								
lamo1246	Lamo-Dongba				Sino-Tibetan	Na-Qiangic								
lamp1242	Lampung Nyo	abl	-4.43957	105.397	Austronesian	Lampungic								
lamp1243	Lampung Api	ljp	-5.73463	105.037	Austronesian	Lampungic	Lampungic	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
lamu1252	Lamuti				Indo-European	Indic								
lamu1253	Lamunkhin				Tungusic	Tungusic								
lamu1254	Lamalama	lby	-14.559	143.977	Pama-Nyungan	Northern Pama-Nyungan	Northern Pama-Nyungan	False	False	Pama-Nyungan	Paman	Lamalamic	Lamalamic	Lamalamic
lamu1255	Lamusong				Austronesian	Oceanic								
lamu1256	Lamud				Quechuan	Quechuan								
lamu1257	Lamu	llh	25.8	100.15	Sino-Tibetan	Burmese-Lolo								
lamz1238	Lamzang				Sino-Tibetan	Kuki-Chin								
lana1236	Lanas Lobu	ruu	5.39196	116.577	Austronesian	North Borneo								
lanc1236	Lancashire English				Indo-European	Germanic								
land1254	Landais				Indo-European	Romance								
land1255	Lander River Warlpiri				Pama-Nyungan	Western Pama-Nyungan								
land1256	Landoma	ldm	10.8753	-14.0895	Atlantic-Congo	Mel								
land1257	Landu				Austronesian	Central Malayo-Polynesian								
land1259	Landawe				Austronesian	Celebic								
land1260	Landikma				Nuclear Trans New Guinea	Dani								
land1262	Land Dayak (Retired)	dyk			Bookkeeping									
land1263	Landler				Indo-European	Germanic								
lang1248	Langue des signes de Belgique Francophone	sfb	50.8021	4.31312	Sign Language	Sign Languages								
lang1309	Languedocian Occitan				Indo-European	Romance								
lang1310	Languedocien Moyen				Indo-European	Romance								
lang1311	Langwa				Sino-Tibetan	Burmese-Lolo								
lang1312	Langrong				Sino-Tibetan	Kuki-Chin								
lang1313	Langiung				Sino-Tibetan	Kuki-Chin								
lang1315	Lochhang				Sino-Tibetan	Northern Naga								
lang1316	Langnian Buyang	yln	23.550258	106.016896	Tai-Kadai	Kadai								
lang1317	Langba				Atlantic-Congo	Ubangi								
lang1318	Langbashe	lna	4.87523	20.109	Atlantic-Congo	Ubangi								
lang1319	Langantere				Atlantic-Congo	Gur								
lang1320	Langi	lag	-4.71413	35.9517	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
lang1321	Langa				Atlantic-Congo	Bantoid								
lang1322	Lango (Sudan)	lno	4.04948	33.0412	Nilotic	Nilotic								
lang1324	Lango (Uganda)	laj	2.13867	33.0553	Nilotic	Nilotic	Nilotic	True	True	Nilotic	Western Nilotic	Lwo	Southern Lwo	Southern Lwo
lang1325	Langoan				Austronesian	Minahasan								
lang1326	Languyan				Austronesian	Sama-Bajaw								
