ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
12109	Arasairi	SMALL	søeda / uajo	søeda	s ø e d a	s ø e d a	1515	1495	SMALL			
12110	Arasairi	SMALL	søeda / uajo	uajo	w a j o	w a j o	1516	1496	SMALL			
13576	Amarakaeri	SMALL	siwingnda	siwingnda	ʃ i w i ŋ + nd a	ʃ i w i ŋ + nd a	2236	2245	SMALL.OR.LITTLE ?			
128	Banawa	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE			small eagle
281	Banawa	EAGLE OR HAWK	sibiria	sibiria	s i b i r i a	s i b i r i a	168	168	HARPY			Harpy eagle
621	Deni	EAGLE OR HAWK	tsʰibiri	tsʰibiri	tsʰ i b i r i	tsʰ i b i r i -	168	168	HARPY			Harpy eagle
890	Jamamadi	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168	168	HARPY			Harpy eagle
1059	Jarawara	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE			small eagle
1253	Jarawara	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168	168	HARPY			Harpy eagle
1626	Kulina	EAGLE OR HAWK	tsibiɾi	tsibiɾi	ts i b i ɾ i	ts i b i ɾ i -	168	168	HARPY			Harpy eagle
1717	Paumari	EAGLE OR HAWK	kokoi / sabira	kokoi	k o k o i	k o k o - i	272	272	SMALL.EAGLE			small eagle
1830	Paumari	EAGLE OR HAWK	kokoi / sabira	sabira	s a b i r a	s a b i r - a	168	168	HARPY			Harpy eagle
5051	Sorowaha	EAGLE OR HAWK	ʃibiɾi	ʃibiɾi	ʃ i b i ɾ i	ʃ i b i ɾ i	437	420	HAWK			
10686	Proto-Arawan	EAGLE OR HAWK	kokoi / shabiria / tobejaro	kokoi	k o k oi	k o k oi	272	272	SMALL.EAGLE			small eagle
10834	Proto-Arawan	EAGLE OR HAWK	kokoi / shabiria / tobejaro	shabiria	ʃ a b i r ia	ʃ a b i r ia	168	168	HARPY			Harpy eagle
12091	Paumari_1833	EAGLE OR HAWK	uatone	uatone	ua t o n e	ua t o n e	272	1488	SMALL.EAGLE			Harpy eagle
13741	Amarakaeri	EAGLE OR HAWK	käÿkäÿ	käÿkäÿ	k ã j̃ k ã j̃	k ã j̃ k ã j̃	2306	2303	HAWK			
13742	Amarakaeri	EAGLE OR HAWK	kïkï	kïkï	k ĩ k ĩ	k ĩ k ĩ	2307	2304	HAWK.SP			hawk species that eats bats
13743	Amarakaeri	EAGLE OR HAWK	watoposïng	watoposïng	w a + t o p o + s ĩ ŋ	w a + t o p o + s ĩ ŋ	2308	532 2306 2305	_NOMINALIZER BIGGEST EAGLE			
13905	Apurinã	EAGLE OR HAWK	kokoi	kokoi	k u k u j	k u k u j	2403	2406	EAGLE.OR.HAWK			
129	Banawa	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
732	Jamamadi	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
1061	Jarawara	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
1718	Paumari	SNAIL	gaho / topaβa	gaho	g a h o	g a h o	233	233	SNAIL			
1992	Sorowaha	SNAIL	dɨhɨwa	dɨhɨwa	d ɨ h ɨ w a	d ɨ h ɨ w a	529	519	SNAIL			
8033	Jarawara	SNAIL	towawa	towawa	t o w a w a	t o w a w a	192	192	SNAIL.SP.			
8034	Paumari	SNAIL	gaho / topaβa	topaβa	t o p a β a	t o p a β a	192	192	SNAIL.SP.			
10571	Proto-Arawan	SNAIL	gaho / topawa	gaho	g a h o	g a h o	233	233	SNAIL			
10872	Proto-Arawan	SNAIL	gaho / topawa	topawa	t o p a w a	t o p a w a	192	192	SNAIL.SP.			
11887	Deni	SNAIL	kesʰuva / zuhuva	kesʰuva	k e sʰ u v a	k e sʰ u v a	1427	1404	SNAIL			
11888	Deni	SNAIL	kesʰuva / zuhuva	zuhuva	dz u h u v a	dz u h u v a	529	519	SNAIL			
12112	Arasairi	SNAIL	uempu / siripu / pujempu	uempu	w e m p u	w e m p u	1517	1497	SNAIL			
12113	Arasairi	SNAIL	uempu / siripu / pujempu	siripu	s i r i p u	s i r i p u	1518	1498	SNAIL			
12114	Arasairi	SNAIL	uempu / siripu / pujempu	pujempu	p u j e m p u	p u j e m p u	1517	1497	SNAIL			
12993	Toyeri	SNAIL	pojogⁿ	pojogⁿ	p o j o gⁿ	p o j o gⁿ - -	1517	1497	SNAIL			
12994	Sapiteri	SNAIL	pojogⁿ	pojogⁿ	p o j o gⁿ	p o j o gⁿ - -	1517	1497	SNAIL			
12995	Toyeri	SNAIL	tombih	tombih	t o mb i h	t o mb i h	2013	1998	SNAIL			
12996	Sapiteri	SNAIL	tombih	tombih	t o mb i h	t o mb i h	2013	1998	SNAIL			
13799	Amarakaeri	SNAIL	poyogn / tombih	poyogn	p o j o gŋ	p o j o gŋ	1517	1497	SNAIL			edible snail, lives in water
13800	Amarakaeri	SNAIL	poyogn / tombih	tombih	t o mb i h	t o mb i h	2013	1998	BIG.SNAIL			edible, shell used as ornament
130	Banawa	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
441	Deni	SNAKE	makha	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
733	Jamamadi	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
1062	Jarawara	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
1436	Kulina	SNAKE	makʰa	makʰa	m a kʰ a	m a kʰ a	288	288	SNAKE			
1567	Kulina	SNAKE	joni	joni	j o n i	j o n i - - - - -	92	92	SNAKE.SP.			
1719	Paumari	SNAKE	makha / mabidiri / jonirara	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
1790	Paumari	SNAKE	makha / mabidiri / jonirara	jonirara	dʒ o n i + r a r a	dʒ o n i + r a r a	92	92 411	SNAKE.SP. ?			
10065	Sorowaha	SNAKE	kuwiɾi	kuwiɾi	k u w i ɾ i	k u w i ɾ i	698	641	SNAKE			
10337	Katawishi	SNAKE	pag / pagø	pag	p a g	p a g	288	288	SNAKE			
10649	Proto-Arawan	SNAKE	jonirara / makha	jonirara	j o n i + r a r a	j o n i + r a r a	92	92 411	SNAKE ?			
10720	Proto-Arawan	SNAKE	jonirara / makha	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
10817	Kanamari	SNAKE	hipaŋ	hipaŋ	h i p a ŋ	h i p a ŋ	288	288	SNAKE			
10818	Katawishi	SNAKE	pag / pagø	pagø	p a g ø	p a g ø	288	288	SNAKE			
10999	Paumari	SNAKE	makha / mabidiri / jonirara	mabidiri	m a b i ɗ i r i	m a b i ɗ i r i	1041	996	SNAKE			
13801	Amarakaeri	SNAKE	mbiwi	mbiwi	mb i w i	mb i w i	2347	2342	SNAKE			generic term
13909	Apurinã	SNAKE	umunu	umunu	ɨ m ɨ n ɨ	ɨ m ɨ n ɨ	2407	2368	SNAKE			
14013	KatukinaBiá	SNAKE	hipang	hipang	h iː p ã ŋ	h iː p ã ŋ	288	288	SNALE			
131	Banawa	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
734	Jamamadi	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
1063	Jarawara	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
1720	Paumari	SOCÓ HERON	amaʔahaβa	amaʔahaβa	a m a ʔ a h a β a	a m a ʔ a h a β a	692	692	SOCÓ.HERON			
1896	Sorowaha	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
10422	Proto-Arawan	SOCÓ HERON	amaʔahawa	amaʔahawa	a m a ʔ a h a w a	a m a ʔ a h a w a	692	692	SOCÓ.HERON			
13959	KatukinaBiá	SOCÓ HERON	kitana	kitana	k i t a n a	k i t a n a	2452	2412	SOCÓ.HERON			
132	Banawa	SOFT MATERIAL INSIDE SOMETHING	aɸone	aɸone	a ɸ o n e	a ɸ o n e	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
442	Deni	SOFT MATERIAL INSIDE SOMETHING	aphone	aphone	a pʰ o n e	a pʰ o n e	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
735	Jamamadi	SOFT MATERIAL INSIDE SOMETHING	aɸone	aɸone	a ɸ o n e	a ɸ o n e	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
1064	Jarawara	SOFT MATERIAL INSIDE SOMETHING	aɸone	aɸone	a ɸ o n e	a ɸ o n e	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
1437	Kulina	SOFT MATERIAL INSIDE SOMETHING	apʰona	apʰona	a pʰ o n a	a pʰ o n a	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
10431	Proto-Arawan	SOFT MATERIAL INSIDE SOMETHING	aphone	aphone	a pʰ o n e	a pʰ o n e	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
134	Banawa	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
445	Deni	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
738	Jamamadi	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
1067	Jarawara	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
1441	Kulina	STEAL	boti	boti	b o t̪ i	b o t̪ i	25	25	STEAL			
1722	Paumari	STEAL	boʔi	boʔi	b o ʔ i	b o ʔ i	25	25	STEAL			
10525	Proto-Arawan	STEAL	boɗi	boɗi	b o ɗ i	b o ɗ i	25	25	STEAL			
10915	Amarakaeri	STEAL	embere	embere	e + mb e r e	e + mb e r e	982	940	_NOMINALIZER STEAL		YES	From Apurinã
12116	Arasairi	STEAL	embaere	embaere	e + mb a e r e	e + mb a e r e	982	1603 940	_NOMINALIZER STEAL		YES	From Apurinã
12997	Toyeri	STEAL	embaere	embaere	e + mb a e r e	e + mb a e r e	982	1603 940	_NOMINALIZER STEAL		YES	From Apurinã
12998	Sapiteri	STEAL	embaere	embaere	e + mb a e r e	e + mb a e r e	982	1603 940	_NOMINALIZER STEAL		YES	From Apurinã
135	Banawa	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY			
446	Deni	STINGRAY	botani	botani	b o t a n i	b o t a n i	225	225	STINGRAY			
739	Jamamadi	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY			
1068	Jarawara	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY			
1442	Kulina	STINGRAY	botani	botani	b o t̪ a n i	b o t̪ a n i	225	225	STINGRAY			
1724	Paumari	STINGRAY	boɗani	boɗani	b o ɗ a n i	b o ɗ a n i	225	225	STINGRAY			
5024	Sorowaha	STINGRAY	miʃʲa	miʃʲa	m i ʃʲ a	m i ʃʲ a	530	520	STINGRAY			
10335	Katawishi	STINGRAY	mitsa	mitsa	m i ts a	m i ts a	530	520	STINGRAY			
10540	Proto-Arawan	STINGRAY	ɓoɗani	ɓoɗani	ɓ o ɗ a n i	ɓ o ɗ a n i	225	225	STINGRAY			
12065	Paumari_1833	STINGRAY	butani	butani	b u t a n i	b u t a n i	225	225	STINGRAY			
13810	Amarakaeri	STINGRAY	idnda	idnda	i dⁿ nd a	i dⁿ nd a	2353	2346	STINGRAY			
14037	KatukinaBiá	STINGRAY	hina	hina	h iː n a	h iː n a	2503	2463	STINGRAY			
136	Banawa	LUBRICATE	kete	kete	k e t e	k e t e	1281	1281	LUBRICATE			
1070	Jarawara	LUBRICATE	kete	kete	k e t e	k e t e	1281	1281	LUBRICATE			
11522	Jamamadi	LUBRICATE	kete	kete	k e t e	k e t e	1281	1281	LUBRICATE			
13674	Amarakaeri	LUBRICATE	esiwaka	esiwaka	e + s i w a + k a	e + s i w a + k a	2212	1603 1483 1938	_NOMINALIZER FAT(SUBSTANCE) MAKE.OR.DO			
137	Banawa	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
741	Jamamadi	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
1444	Kulina	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
10151	Sorowaha	SICK	ʝumuri	ʝumuri	ʝ u m u r i	ʝ u m u r i	757	720	BE.ILL			
10291	Arawa	SICK	amozaraha	amozaraha	a m o z a r a h a	a m o z a r a h a	839	796	BAD			
11889	Deni	SICK	kiza	kiza	k i dz a	k i dz a	1212	1212	BE.ILL			
12235	Jarawara	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
12236	Paumari	SICK	jahari	jahari	dʒ a h a r i	dʒ a h a r i	1558	1538	BE.ILL			
13000	Toyeri	SICK	eⁿdigⁿpak	eⁿdigⁿpak	e + ⁿd i gⁿ + p a k	e + ⁿd i gⁿ + p a k	2015	1603 2000 1999	_NOMINALIZER PAIN VERBALIZER			to become ill
13001	Sapiteri	SICK	eⁿdigⁿpak	eⁿdigⁿpak	e + nd i gⁿ + p a k	e + nd i gⁿ + p a k	2015	1603 2000 1999	_NOMINALIZER PAIN VERBALIZER			to become ill
13572	Amarakaeri	SICK	endignpak	endignpak	e + nd i gŋ + p a k	e + nd i gŋ + p a k	2015	1603 2000 1999	_NOMINALIZER PAIN VERBALIZER			to become ill
138	Banawa	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
742	Jamamadi	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
1073	Jarawara	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
1728	Paumari	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
10450	Proto-Arawan	CATFISH	bahama	bahama	b a h a m a	b a h a m a	215	215	SURUBIM.FISH			
11891	Kulina	CATFISH	kairo	kairo	k ai r o	k ai r o	1429	1406	SURUBIM.FISH			
13717	Amarakaeri	CATFISH	iʔku / mesi / metpa	iʔku	i ʔ k u	i ʔ k u	2303	2300	CATFISH.SP			
13718	Amarakaeri	CATFISH	iʔku / mesi / metpa	mesi	m e s i	m e s i	2304	2301	CATFISH.SP			
13719	Amarakaeri	CATFISH	iʔku / mesi / metpa	metpa	m e t p a	m e t p a	2305	2302	CATFISH.SP			
140	Banawa	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
452	Deni	TERMITE NEST	hibo	hibo	h i b o	h i - - b o	777	777	TERMITE.NEST			
744	Jamamadi	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
1076	Jarawara	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
1450	Kulina	TERMITE NEST	hijabo / hibo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
1451	Kulina	TERMITE NEST	hijabo / hibo	hibo	h i b o	h i - - b o	777	777	TERMITE.NEST			
10599	Proto-Arawan	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
141	Banawa	UPPER LEG (THIGH)	ɸanaki	ɸanaki	ɸ a n a k i	ɸ a n a k i	310	310	THIGH			fanaki/fanako
455	Deni	UPPER LEG (THIGH)	panakho	panakho	p a n a kʰ o	p a n a kʰ o	310	310	THIGH			
745	Jamamadi	UPPER LEG (THIGH)	ɸanaki	ɸanaki	ɸ a n a k i	ɸ a n a k i	310	310	THIGH			ɸanaki/ɸanako
1080	Jarawara	UPPER LEG (THIGH)	ɸanaki	ɸanaki	ɸ a n a k i	ɸ a n a k i	310	310	THIGH			ɸanaki/ɸanako
1453	Kulina	UPPER LEG (THIGH)	panakʰo	panakʰo	p a n a kʰ o	p a n a kʰ o	310	310	THIGH			
10781	Proto-Arawan	UPPER LEG (THIGH)	panakho	panakho	p a n a kʰ o	p a n a kʰ o	310	310	THIGH			
11274	Sorowaha	UPPER LEG (THIGH)	inabuwani	inabuwani	i n a b u w a n i	i n a b u w a n i	1164	1130	THIGH			
12155	Paumari	UPPER LEG (THIGH)	kabaha	kabaha	k a b a h a	k a b a h a	1513	1496	THIGH			
13427	Katawishi	UPPER LEG (THIGH)	tsanpi	tsanpi	ts a n p i	ts a n p i	2126	2139	THIGH			
13837	Amarakaeri	UPPER LEG (THIGH)	wakutipo	wakutipo	w a + k u tʃ i p o	w a + k u tʃ i p o	2364	532 2355	_NOMINALIZER THIGH			
142	Banawa	THORN	atia	atia	a t i a	a t i - a	209	209	THORN			
457	Deni	THORN	atiwa	atiwa	a t i w a	a t i w a	209	209	THORN			
746	Jamamadi	THORN	atiwa	atiwa	a t i w a	a t i w a	209	209	THORN			
1081	Jarawara	THORN	atiwa	atiwa	a t i w a	a t i w a	209	209	THORN			
1455	Kulina	THORN	ati	ati	a t̪ i	a t̪ i - -	209	209	THORN			
5062	Sorowaha	THORN	haʃini	haʃini	h a ʃ i n i	h a ʃ i n i	531	521	THORN			
10435	Proto-Arawan	THORN	ati	ati	a t i	a t i	209	209	THORN			
12117	Arasairi	THORN	uapi	uapi	u a + p i	u a + p i	1519	532 1499	_NOMINALIZER THORN			
12237	Paumari	THORN	jaroa	jaroa	dʒ a r oa	dʒ a r oa	1559	1539	THORN			
13594	Amarakaeri	THORN	eʔpidn	eʔpidn	e + ʔ p i dⁿ	e + ʔ p i dⁿ	1519	1603 1499	_NOMINALIZER THORN			
13999	KatukinaBiá	THORN	pi	pi	p iː	p iː	1519	1499	THORN			
143	Banawa	TICK	wabo	wabo	w a b o	w a b o	222	222	TICK			
460	Deni	TICK	babo	babo	b a b o	b a b o	222	222	TICK			
748	Jamamadi	TICK	wabo	wabo	w a b o	w a b o	222	222	TICK			
1083	Jarawara	TICK	wabo	wabo	w a b o	w a b o	222	222	TICK			
1457	Kulina	TICK	babo	babo	b a b o	b a b o	222	222	TICK			
1902	Sorowaha	TICK	habo	habo	h a b o	h a b o	222	222	TICK			
1987	Sorowaha	TICK	habu	habu	h a b u	h a b u	222	222	TICK			
10535	Proto-Arawan	TICK	ɓabo	ɓabo	ɓ a b o	ɓ a b o	222	222	TICK			
12118	Arasairi	TICK	site	site	s i t e	s i t e	1520	1500	TICK			
13599	Amarakaeri	TICK	sitey	sitey	s i t e j	s i t e j	1520	1500	THICK			
145	Banawa	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223	223	BEAT			
146	Banawa	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212	212	BEAT			
363	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	daka	d a k a	- d a k a	38	38	HIT			
461	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	wakha	w a kʰ a	w a kʰ a	223	223	BEAT			
462	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	baa	b aː	b aː	212	212	BEAT			
561	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	koba	k o b a	k o b a	110	110	HIT			
750	Jamamadi	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223	223	BEAT			
751	Jamamadi	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212	212	BEAT			
1085	Jarawara	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223	223	BEAT			
1086	Jarawara	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212	212	BEAT			
1350	Kulina	STRIKE OR BEAT	da	da	d a	- d a - -	38	38	HIT			
1458	Kulina	STRIKE OR BEAT	wakʰa	wakʰa	w a kʰ a	w a kʰ a	223	223	BEAT			
1473	Kulina	STRIKE OR BEAT	ida	ida	i d a	i d a - -	38	38	HIT			
1474	Kulina	STRIKE OR BEAT	pʰa	pʰa	pʰ a	pʰ a - - - -	212	212	HIT			
1578	Kulina	STRIKE OR BEAT	koba	koba	k o b a	k o b a	110	110	HIT			
1673	Paumari	STRIKE OR BEAT	da	da	ɗ a	- ɗ a - -	38	38	HIT			
1734	Paumari	STRIKE OR BEAT	bakha / baa	bakha	b a kʰ a	b a - - kʰ a	212	212	BEAT			
1735	Paumari	STRIKE OR BEAT	bakha / baa	baa	b aː	b aː	212	212	BEAT			
1799	Paumari	STRIKE OR BEAT	oba	oba	o b a	- o b a	110	110	HIT			
1904	Sorowaha	STRIKE OR BEAT	batoha	batoha	b a t o h a	b a t o h a	212	212	BEAT			
10446	Proto-Arawan	STRIKE OR BEAT	baa / ɓakha / da / koba	baa	b aː	b aː	369	212	BEAT			
10537	Proto-Arawan	STRIKE OR BEAT	baa / ɓakha / da / koba	ɓakha	ɓ a kʰ a	ɓ a kʰ a	223	223	BEAT			
10545	Proto-Arawan	STRIKE OR BEAT	baa / ɓakha / da / koba	da	d a	d a	38	38	HIT			
10681	Proto-Arawan	STRIKE OR BEAT	baa / ɓakha / da / koba	koba	k o b a	k o b a	110	110	HIT			
13002	Toyeri	STRIKE OR BEAT	emitak / etʉktʉk	emitak	e + m i t a k	e + m i t a k	2029	1603 2012	_NOMINALIZER BEAT			
13003	Sapiteri	STRIKE OR BEAT	emitak	emitak	e + m i t a k	e + m i t a k	2029	1603 2012	_NOMINALIZER BEAT			
13004	Toyeri	STRIKE OR BEAT	emitak / etʉktʉk	etʉktʉk	e + t ʉ k t ʉ k	e + t ʉ k t ʉ k	2030	1603 2013	_NOMINALIZER BEAT			
13584	Amarakaeri	STRIKE OR BEAT	embitak / etuktuk	embitak	e + mb i t a k	e + mb i t a k	2029	1603 2012	_NOMINALIZER BEAT			
13585	Amarakaeri	STRIKE OR BEAT	embitak / etuktuk	etuktuk	e + t u k t u k	e + t u k t u k	2030	1603 2013	_NOMINALIZER BEAT			
147	Banawa	BITE	waji	waji	w a j i	w a j i	365	359	BITE			
463	Deni	BITE	waji	waji	w a j i	w a j i	365	359	BITE			
752	Jamamadi	BITE	waji	waji	w a j i	w a j i	365	359	BITE			
1087	Jarawara	BITE	wai	wai	w a i	w a - i	365	359	BITE			
1459	Kulina	BITE	kʰa	kʰa	kʰ a	kʰ a	532	522	BITE			
10889	Proto-Arawan	BITE	waji	waji	w a j i	w a j i	365	359	BITE			
10974	Paumari	BITE	anana	anana	a n a n a	a n a n a	1007	965	BITE			
11275	Sorowaha	BITE	kana	kana	k a n a	k a n a	1165	1131	BITE			
12119	Arasairi	BITE	ebuk	ebuk	e + b u k	e + b u k	1521	1603 1501	_NOMINALIZER BITE			
12139	Paumari_1833	BITE	kananahi	kananahi	k a n a n a h i	k a n a n a h i	1007	965	BITE			
13454	Amarakaeri	BITE	embok	embok	e + mb o k	e + mb o k	1521	1603	_NOMINALIZER BITE			
148	Banawa	BURN	sari	sari	s a r i	s a r i	1291	1291	BURN			
464	Deni	BURN	saro	saro	s a r o	s a r o	1291	1291	BURN			
753	Jamamadi	BURN	sari	sari	s a r i	s a r i	1291	1291	BURN			
1088	Jarawara	BURN	sari	sari	s a r i	s a r i	1291	1291	BURN			
1461	Kulina	BURN	bot̪ʰa	bot̪ʰa	b o t̪ʰ a	b o t̪ʰ a	1292	1292	BURN			
5029	Sorowaha	BURN	tʲɛhɛ / kaʃuuhu	tʲɛhɛ	tʲ ɛ h ɛ	tʲ ɛ h ɛ	1293	1293	BURN			
10118	Sorowaha	BURN	tʲɛhɛ / kaʃuuhu	kaʃuuhu	k a ʃ uː h u	k a ʃ uː h u	740	702	BURN			
12120	Arasairi	BURN	emei	emei	e + m ei	e + m ei	1522	1603 1502	_NOMINALIZER BURN			
12239	Paumari	BURN	kai / aova /  hadi / khovo	kai	k ai	k ai	1561	1541	BURN			
12240	Paumari	BURN	kai / aova /  hadi / khovo	aova	ao β a	ao β a	1562	1542	BURN			
12241	Paumari	BURN	kai / aova /  hadi / khovo	hadi	h a ɗ i	h a ɗ i	1563	1544	BURN			
12242	Paumari	BURN	kai / aova /  hadi / khovo	khovo	kʰ o β o	kʰ o β o	1564	1543	BURN			
13005	Toyeri	BURN	emej / ekpak	emej	e + m e j	e + m e j	1522	1603 1502	_NOMINALIZER BURN			
13006	Sapiteri	BURN	emej / ekpak	emej	e + m e j	e + m e j	1522	1603 1502	_NOMINALIZER BURN			
13007	Toyeri	BURN	emej / ekpak	ekpak	e + k p a k	e + k p a k	2027	1603 2010	_NOMINALIZER BURN			
13008	Sapiteri	BURN	emej / ekpak	ekpak	e + k p a k	e + k p a k	2027	1603 2010	_NOMINALIZER BURN			
13461	Amarakaeri	BURN	ewing / emey	ewing	e + w i ŋ	e + w i ŋ	2182	1603 2187	_NOMINALIZER BURN			burn a field to make a swidden
13462	Amarakaeri	BURN	ewing / emey	emey	e + m ei	e + m ei	1522	1603 1502	_NOMINALIZER BURN			burn yourself
149	Banawa	CRY	ohi	ohi	o h i	o h i	304	304	CRY			
465	Deni	CRY	ohi	ohi	o h i	o h i	304	304	CRY			
754	Jamamadi	CRY	ohi	ohi	o h i	o h i	304	304	CRY			
1089	Jarawara	CRY	ohi	ohi	o h i	o h i	304	304	CRY			
1462	Kulina	CRY	ohi	ohi	o h i	o h i	304	304	CRY			
10147	Sorowaha	CRY	azana	azana	a z a n a	a z a n a	754	717	CRY			
10770	Proto-Arawan	CRY	ohi	ohi	o h i	o h i	304	304	CRY			
10976	Paumari	CRY	asara	asara	a s a r a	a s a r a	754	717	CRY			
13619	Amarakaeri	CRY	ewik	ewik	e + w i k	e + w i k	2019	1603 2194	_NOMINALIZER CRY			
13998	KatukinaBiá	CRY	ikao	ikao	i k ao	i k ao	2478	2438	CRY			
150	Banawa	CHOP	kaa / wisi	kaa	k aː	k aː	265	265	CHOP			
466	Deni	CHOP	ka / witsʰi	ka	k a	k a	265	265	CHOP			
755	Jamamadi	CHOP	kaa / wisi	kaa	k aː	k aː	265	265	CHOP			
1090	Jarawara	CHOP	kaa / wisi	kaa	k aː	k aː	265	265	CHOP			
1463	Kulina	CHOP	ka / witsʰi / wishi	ka	k a	k a	265	265	CHOP			
10656	Proto-Arawan	CHOP	ka	ka	k a	k a	265	265	CHOP			
10751	Banawa	CHOP	kaa	kaa	k aː	k aː	949	265	CHOP			
12122	Arasairi	CHOP	ehetok	ehetok	e + h e t o k	e + h e t o k	1523	1603 1503	_NOMINALIZER CHOP			
13725	Amarakaeri	CHOP	wakmoshipo ekmbakae	wakmoshipo ekmbakae	w a k m o + ʃ i p o e + k + mb a + k a + e	w a k m o + ʃ i p o e + k + mb a + k a + e	2310	2307 2273 2308 868 2207	CUBE DIMINUTIVE _NOMINALIZER SPAT:SEPARATION _VERBAL.PLURAL MAKE.OR.DO ITERATIVE			Lit:. 'cut into little cubes'
151	Banawa	DIG	wii	wii	w i i	w iː	1133	1133	DIG			
467	Deni	DIG	wi	wi	w i	w i	1133	1133	DIG			
756	Jamamadi	DIG	wii	wii	w i i	w iː	1133	1133	DIG			
1091	Jarawara	DIG	wii	wii	w i i	w iː	1133	1133	DIG			
1466	Kulina	DIG	wi	wi	w i	w i	1133	1133	DIG			
10900	Proto-Arawan	DIG	wi	wi	w i	w i	1133	1133	DIG			
11276	Sorowaha	DIG	bijaka	bijaka	b i j a k a	b i j a - - - k a	1166	1132	DIG			
12124	Arasairi	DIG	jajenka	jajenka	h a h e n k a	- - h a h e n k a	1166	1132	DIG			
12860	Paumari	DIG	kʰomakʰoma	kʰomakʰoma	kʰ o m a + kʰ o m a	kʰ o m a + kʰ o m a	1884	1864 1864	DIG DIG			
13010	Toyeri	DIG	eheka	eheka	e + h e k a	e + h e k a	1166	1603 1132	_NOMINALIZER DIG			
13011	Sapiteri	DIG	eheka / ekheika	eheka	e + h e k a	e + h e k a	1166	1603 1132	_NOMINALIZER DIG			
13012	Sapiteri	DIG	eheka / ekheika	ekheika	e + k h ei k a	e + k h ei k a	1166	1603 1132	_NOMINALIZER DIG			
