# Wordlist

# DATA
ID	DOCULECT	CONCEPT	FORM	VALUE	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTES
1776	Paumari	breathe	hasi	hasi	h a s i	h a s i	62	62	BREATHE		also rest
1940	Sorowaha	breathe	hasa	hasa	h a s a	h a s a	62	62	BREATHE		also rest
#
148	Banawa	burn	sari	sari	s a r i	s a r i	0		BURN		
464	Deni	burn	saro	saro	s a r o	s a r o	0		BURN		
753	Jamamadi	burn	sari	sari	s a r i	s a r i	0		BURN		
1088	Jarawara	burn	sari	sari	s a r i	s a r i	0		BURN		
1461	Kulina	burn	botha	botha	b o t h a	b o t h a	0		BURN		
#
551	Deni	butterfly	makoko	makoko	m a k o k o	m a k o k o	99	99	BUTTTERFLY		
1573	Kulina	butterfly	makoko	makoko	m a k o k o	m a k o k o	99	99	BUTTTERFLY		
1794	Paumari	butterfly	kamokokojo	kamokokojo	k a m o k o k o j o	k a m o k o k o j o	99	99	BUTTTERFLY		
#
215	Banawa	buttocks	joti	joti	j o t i	j o t i	95	95	BUTTOCKS		also intestines
255	Banawa	buttocks	mate	mate	m a t e	m a t e	133	133	BUTTOCKS		also tree stump
547	Deni	buttocks	joto	joto	j o t o	j o t o	95	95	BUTTOCKS		also base, stamp
595	Deni	buttocks	mata	mata	m a t a	m a t a	133	133	BUTTOCKS		also tree stump
823	Jamamadi	buttocks	joti	joti	j o t i	j o t i	95	95	BUTTOCKS		also intestines
863	Jamamadi	buttocks	mate	mate	m a t e	m a t e	133	133	BUTTOCKS		also tree stump
1176	Jarawara	buttocks	joti	joti	j o t i	j o t i	95	95	BUTTOCKS		also intestines
1225	Jarawara	buttocks	mate	mate	m a t e	m a t e	133	133	BUTTOCKS		also tree stump
1570	Kulina	buttocks	joto	joto	j o t o	j o t o	95	95	BUTTOCKS		also feces
1604	Kulina	buttocks	mata	mata	m a t a	m a t a	133	133	BUTTOCKS		also tree stump
1791	Paumari	buttocks	joʔo	joʔo	j o ʔ o	j o ʔ o	95	95	BUTTOCKS		
1974	Sorowaha	buttocks	mate	mate	m a t e	m a t e	133	133	BUTTOCKS		also tree stump, handle (of tool)
#
1187	Jarawara	cangati	moro	moro	m o r o	m o r o	0	689	FISH		
#
44	Banawa	capuchin monkey	jowi	jowi	j o w i	j o w i	263	263	CAPUCHIN.MONKEY		
224	Banawa	capuchin monkey	kiso	kiso	k i s o	k i s o	108	108	CAPUCHIN.MONKEY		
318	Deni	capuchin monkey	jowihi	jowihi	j o w i h i	j o w i h i	263	263	CAPUCHIN.MONKEY		
651	Jamamadi	capuchin monkey	jowihi	jowihi	j o w i h i	j o w i h i	263	263	CAPUCHIN.MONKEY		
832	Jamamadi	capuchin monkey	kiso	kiso	k i s o	k i s o	108	108	CAPUCHIN.MONKEY		
929	Jarawara	capuchin monkey	jowi	jowi	j o w i	j o w i	263	263	CAPUCHIN.MONKEY		
1186	Jarawara	capuchin monkey	kiso	kiso	k i s o	k i s o	108	108	CAPUCHIN.MONKEY		
1295	Kulina	capuchin monkey	jowihi	jowihi	j o w i h i	j o w i h i	263	263	CAPUCHIN.MONKEY		
1848	Sorowaha	capuchin monkey	jowi	jowi	j o w i	j o w i	263	263	CAPUCHIN.MONKEY		
1957	Sorowaha	capuchin monkey	kiso	kiso	k i s o	k i s o	108	108	CAPUCHIN.MONKEY		
#
45	Banawa	cará	biha	biha	b i h a	b i h a	330	330	CARÁ		yam sp.
319	Deni	cará	biha	biha	b i h a	b i h a	330	330	CARÁ		yam sp.
652	Jamamadi	cará	biha	biha	b i h a	b i h a	330	330	CARÁ		yam sp.
930	Jarawara	cará	biha	biha	b i h a	b i h a	330	330	CARÁ		yam sp.
1296	Kulina	cará	biha	biha	b i h a	b i h a	330	330	CARÁ		yam sp.
#
268	Banawa	cará (fish sp.)	ote	ote	o t e	o t e	149	149	CARÁ.(FISH.SP.)		
607	Deni	cará (fish sp.)	otawi	otawi	o t a w i	o t a w i	149	149	CARÁ.(FISH.SP.)		
875	Jamamadi	cará (fish sp.)	ote	ote	o t e	o t e	149	149	CARÁ.(FISH.SP.)		
1239	Jarawara	cará (fish sp.)	ote	ote	o t e	o t e	149	149	CARÁ.(FISH.SP.)		
#
46	Banawa	cashew	ajawa	ajawa	a j a w a	a j a w a	205	205	CASHEW		
653	Jamamadi	cashew	winika	winika	w i n i k a	w i n i k a	205	205	CASHEW		
931	Jarawara	cashew	ajawa / winika	ajawa	a j a w a	a j a w a	205	205	CASHEW		
932	Jarawara	cashew	ajawa / winika	winika	w i n i k a	w i n i k a	205	205	CASHEW		
1849	Sorowaha	cashew	ajowa / inika	ajowa	a j o w a	a j o w a	205	205	CASHEW		
1850	Sorowaha	cashew	ajowa / inika	inika	i n i k a	i n i k a	205	205	CASHEW		
#
47	Banawa	catch	wata	wata	w a t a	w a t a	235	235	CATCH		catch, grab
654	Jamamadi	catch	wata	wata	w a t a	w a t a	235	235	CATCH		catch, grab
933	Jarawara	catch	wata	wata	w a t a	w a t a	235	235	CATCH		catch, grab
1646	Paumari	catch	gathi	gathi	g a t h i	g a t h i	235	235	CATCH		catch, grab
1851	Sorowaha	catch	gata	gata	g a t a	g a t a	235	235	CATCH		catch, grab
#
1222	Jarawara	caterpillar	wakari	wakari	w a k a r i	w a k a r i	0	700	unknown16		
#
48	Banawa	cheek	ebete	ebete	e b e t e	e b e t e	331	331	CHEEK		cheek, tongue
655	Jamamadi	cheek	ebete	ebete	e b e t e	e b e t e	331	331	CHEEK		cheek, tongue
934	Jarawara	cheek	ebete	ebete	e b e t e	e b e t e	331	331	CHEEK		cheek, tongue
1297	Kulina	cheek	ebethe	ebethe	e b e t h e	e b e t h e	331	331	CHEEK		
#
49	Banawa	chest	baki	baki	b a k i	b a k i	21	21	CHEST		underside
320	Deni	chest	bakho	bakho	b a k h o	b a k h o	21	21	CHEST		underside
656	Jamamadi	chest	baki	baki	b a k i	b a k i	21	21	CHEST		underside
935	Jarawara	chest	baki	baki	b a k i	b a k i	21	21	CHEST		underside
1298	Kulina	chest	bakho	bakho	b a k h o	b a k h o	21	21	CHEST		underside
1647	Paumari	chest	makhoʔini	makhoʔini	m a k h o ʔ i n i	m a k h o ʔ i n i	21	21	CHEST		underside
#
936	Jarawara	child	inamatewe	inamatewe	i n a m a t e w e	i n a m a t e w e	0		CHILD		
1299	Kulina	child	ehedeni	ehedeni	e h e d e n i	e h e d e n i	0		CHILD		
#
218	Banawa	chin	anade	anade	a n a d e	a n a d e	100	100	CHIN		
552	Deni	chin	anada	anada	a n a d a	a n a d a	100	100	CHIN		
826	Jamamadi	chin	anade	anade	a n a d e	a n a d e	100	100	CHIN		
1179	Jarawara	chin	anate	anate	a n a t e	a n a t e	100	100	CHIN		
1574	Kulina	chin	anada	anada	a n a d a	a n a d a	100	100	CHIN		
1795	Paumari	chin	kanada	kanada	k a n a d a	k a n a d a	100	100	CHIN		
#
1768	Paumari	cicada	ʔdiriri	ʔdiriri	ʔ d i r i r i	ʔ d i r i r i	51	51	CICADA		
1933	Sorowaha	cicada	dieridieri	dieridieri	d i e r i d i e r i	d i e r i d i e r i	51	51	CICADA		
#
50	Banawa	close	boko	boko	b o k o	b o k o	32	32	CLOSE		cover aperture
321	Deni	close	boko	boko	b o k o	b o k o	32	32	CLOSE		cover aperture
937	Jarawara	close	boko	boko	b o k o	b o k o	32	32	CLOSE		cover aperture
1300	Kulina	close	boko	boko	b o k o	b o k o	32	32	CLOSE		cover aperture
#
1963	Sorowaha	clothes	tahɨ	tahɨ	t a h ɨ	t a h ɨ	0	409	unknown6		covering
#
938	Jarawara	cloud	sabi	sabi	s a b i	s a b i	0		CLOUD		
1301	Kulina	cloud	meme eshe	meme eshe	m e m e + e s h e	m e m e + e s h e	0	1001 1002	CLOUD		sky + smoke
#
216	Banawa	coati	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI		
548	Deni	coati	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI		
824	Jamamadi	coati	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI		
1177	Jarawara	coati	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI		
1571	Kulina	coati	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI		
#
322	Deni	cold	mimide	mimide	m i m i d e	m i m i d e	0		COLD		
1302	Kulina	cold	shiri	shiri	s h i r i	s h i r i	0		COLD		be cold
#
51	Banawa	companion	tase	tase	t a s e	t a s e	332	332	COMPANION		companion of
657	Jamamadi	companion	tese	tese	t e s e	t e s e	332	332	COMPANION		companion of
939	Jarawara	companion	tase	tase	t a s e	t a s e	332	332	COMPANION		companion of
1303	Kulina	companion	teshe	teshe	t e s h e	t e s h e	332	332	COMPANION		companion of
#
248	Banawa	container for	wije	wije	w i j e	w i j e	0	500	unknown10		
856	Jamamadi	container for	wije	wije	w i j e	w i j e	0	500	unknown10		
1216	Jarawara	container for	wije	wije	w i j e	w i j e	0	500	unknown10		
#
181	Banawa	cook	kaha	kaha	k a h a	k a h a	0	1117	COOK		
509	Deni	cook	kaʔa	kaʔa	k a ʔ a	k a ʔ a	0		COOK		
790	Jamamadi	cook	kaha	kaha	k a h a	k a h a	0	1117	COOK		
1138	Jarawara	cook	kaha	kaha	k a h a	k a h a	0	1117	COOK		
1535	Kulina	cook	kaari	kaari	k a a r i	k a a r i	0		COOK		
1761	Paumari	cook	kai	kai	k a i	k a i	0		COOK		cooked
#
323	Deni	corpse	abapo	abapo	a b a p o	a b a p o	0		CORPSE		
#
324	Deni	correct	naniarini	naniarini	n a n i a r i n i	n a n i a r i n i	0		CORRECT		
#
52	Banawa	cough	toho	toho	t o h o	t o h o	333	333	COUGH		also a verb to cough
325	Deni	cough	thoho	thoho	t h o h o	t h o h o	333	333	COUGH		also a verb to cough
658	Jamamadi	cough	toho	toho	t o h o	t o h o	333	333	COUGH		also a verb to cough
940	Jarawara	cough	toho	toho	t o h o	t o h o	333	333	COUGH		also a verb to cough
1304	Kulina	cough	thoho	thoho	t h o h o	t h o h o	333	333	COUGH		also a verb to cough
1648	Paumari	cough	otoho	otoho	o t o h o	o t o h o	333	333	COUGH		also a verb to cough
1852	Sorowaha	cough	toho	toho	t o h o	t o h o	333	333	COUGH		also a verb to cough
#
659	Jamamadi	crab	amo	amo	a m o	a m o	7	7	CRAB		
1305	Kulina	crab	amo	amo	a m o	a m o	7	7	CRAB		
1853	Sorowaha	crab	amo	amo	a m o	a m o	7	7	CRAB		
#
149	Banawa	cry	ohi	ohi	o h i	o h i	304	304	CRY		cry, weep
465	Deni	cry	ohi	ohi	o h i	o h i	304	304	CRY		cry, weep
754	Jamamadi	cry	ohi	ohi	o h i	o h i	304	304	CRY		cry, weep
1089	Jarawara	cry	ohi	ohi	o h i	o h i	304	304	CRY		cry, weep
1462	Kulina	cry	ohi	ohi	o h i	o h i	304	304	CRY		cry, weep
#
150	Banawa	cut	kaa	kaa	k a a	k a a	265	265	CUT		
466	Deni	cut	ka	ka	k a	k a	265	265	CUT		
755	Jamamadi	cut	kaa	kaa	k a a	k a a	265	265	CUT		
1090	Jarawara	cut	kaa	kaa	k a a	k a a	265	265	CUT		
1463	Kulina	cut	ka	ka	k a	k a	265	265	CUT		
1464	Kulina	cut	wishi	wishi	w i s h i	w i s h i	265	265	CUT		
#
326	Deni	day	vada	vada	v a d a	v a d a	0		DAY		
941	Jarawara	day	jia	jia	j i a	j i a	0		DAY		
#
53	Banawa	deer	badoe	badoe	b a d o e	b a d o e	214	214	DEER		
327	Deni	deer	bado	bado	b a d o	b a d o	214	214	DEER		
660	Jamamadi	deer	bato	bato	b a t o	b a t o	214	214	DEER		
942	Jarawara	deer	bato	bato	b a t o	b a t o	214	214	DEER		
1306	Kulina	deer	bado	bado	b a d o	b a d o	214	214	DEER		
#
447	Deni	defecate	kija	kija	k i j a	k i j a	0	1212	DEFECATE		be ill
1726	Paumari	defecate	kia	kia	k i a	k i a	0	1212	DEFECATE		
#
328	Deni	demolish	dobe	dobe	d o b e	d o b e	0		DEMOLISH		fell (tree)
1649	Paumari	demolish	oba	oba	o b a	o b a	0		DEMOLISH		fell (tree)
1854	Sorowaha	demolish	obo	obo	o b o	o b o	0		DEMOLISH		fell (tree)
#
54	Banawa	design	hano	hano	h a n o	h a n o	334	334	DESIGN		
329	Deni	design	hano	hano	h a n o	h a n o	334	334	DESIGN		picture
943	Jarawara	design	hano	hano	h a n o	h a n o	334	334	DESIGN		
1307	Kulina	design	hano	hano	h a n o	h a n o	334	334	DESIGN		picture
#
1465	Kulina	die	zokhe	zokhe	z o k h e	z o k h e	0		DIE		
#
151	Banawa	dig	wii	wii	w i i	w i i	1133	1133	DIG		
467	Deni	dig	wi	wi	w i	w i	1133	1133	DIG		
756	Jamamadi	dig	wii	wii	w i i	w i i	1133	1133	DIG		
1091	Jarawara	dig	wii	wii	w i i	w i i	1133	1133	DIG		
1466	Kulina	dig	wi	wi	w i	w i	1133	1133	DIG		
#
330	Deni	dirty	kiri	kiri	k i r i	k i r i	0		DIRTY		
944	Jarawara	dirty	bisa / tohya	bisa	b i s a	b i s a	14	14	DIRTY		
945	Jarawara	dirty	bisa / tohya	tohya	t o h y a	t o h y a	14	14	DIRTY		
946	Jarawara	dirty	bisa	bisa	b i s a	b i s a	14	14	DIRTY		
1308	Kulina	dirty	oba	oba	o b a	o b a	0		DIRTY		
1650	Paumari	dirty	ʔbiixa	ʔbiixa	ʔ b i i x a	ʔ b i i x a	0		DIRTY		old and dirty
#
574	Deni	disappear	phira	phira	p h i r a	p h i r a	0	403	unknown3		
#
613	Deni	disappear from view	phiri	phiri	p h i r i	p h i r i	159	159	DISAPPEAR.FROM.VIEW		
1825	Paumari	disappear from view	ʔbiri	ʔbiri	ʔ b i r i	ʔ b i r i	159	159	DISAPPEAR.FROM.VIEW		
#
947	Jarawara	dog	jomee	jomee	j o m e e	j o m e e	0		DOG		
1309	Kulina	dog	ethe	ethe	e t h e	e t h e	0		DOG		masculine possessed
#
265	Banawa	door	nokho	nokho	n o k h o	n o k h o	146	146	DOOR		
604	Deni	door	nokho	nokho	n o k h o	n o k h o	146	146	DOOR		
872	Jamamadi	door	nokobi	nokobi	n o k o b i	n o k o b i	146	146	DOOR		
1236	Jarawara	door	nokho	nokho	n o k h o	n o k h o	146	146	DOOR		
1614	Kulina	door	nokhobihi	nokhobihi	n o k h o b i h i	n o k h o b i h i	146	146	DOOR		
#
661	Jamamadi	dove	okoko	okoko	o k o k o	o k o k o	307	307	PIGEON		
948	Jarawara	dove	okoko	okoko	o k o k o	o k o k o	307	307	PIGEON		
#
550	Deni	dove sp.	kamowa	kamowa	k a m o w a	k a m o w a	98	98	DOVE.SP.		rolinha (dove sp.)
1793	Paumari	dove sp.	kamoa	kamoa	k a m o a	k a m o a	98	98	DOVE.SP.		juriti (dove sp.)
#
152	Banawa	drink	fawa	fawa	f a w a	f a w a	315	315	DRINK		
468	Deni	drink	powa	powa	p o w a	p o w a	315	315	DRINK		
757	Jamamadi	drink	fawa	fawa	f a w a	f a w a	315	315	DRINK		
1467	Kulina	drink	ze	ze	z e	z e	315	315	DRINK		
1736	Paumari	drink	ʔawi	ʔawi	ʔ a w i	ʔ a w i	315	315	DRINK		
1905	Sorowaha	drink	hawɨ	hawɨ	h a w ɨ	h a w ɨ	315	315	DRINK		
#
55	Banawa	dry	hoko	hoko	h o k o	h o k o	234	234	DRY		
331	Deni	dry	hoko / kukutunade	hoko	h o k o	h o k o	234	234	DRY		
332	Deni	dry	hoko / kukutunade	kukutunade	k u k u t u n a d e	k u k u t u n a d e	234	234	DRY		
662	Jamamadi	dry	hokori	hokori	h o k o r i	h o k o r i	234	234	DRY		
949	Jarawara	dry	hoko	hoko	h o k o	h o k o	234	234	DRY		
1310	Kulina	dry	hoko	hoko	h o k o	h o k o	234	234	DRY		
1855	Sorowaha	dry	gaho	gaho	g a h o	g a h o	234	234	DRY		
#
950	Jarawara	dull (as a knife)	toboro	toboro	t o b o r o	t o b o r o	0		DULL.(AS.A.KNIFE)		
#
951	Jarawara	dust	hobokori	hobokori	h o b o k o r i	h o b o k o r i	0		DUST		
#
281	Banawa	eagle-hawk (Harpia harpia)	sibiria	sibiria	s i b i r i a	s i b i r i a	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
621	Deni	eagle-hawk (Harpia harpia)	shibiri	shibiri	s h i b i r i	s h i b i r i	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
890	Jamamadi	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	s i b i r i	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
1253	Jarawara	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	s i b i r i	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
1626	Kulina	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	s i b i r i	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
1830	Paumari	eagle-hawk (Harpia harpia)	sabira	sabira	s a b i r a	s a b i r a	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
1983	Sorowaha	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	s i b i r i	168	168	EAGLE-HAWK.(HARPIA.HARPIA)		
#
56	Banawa	ear	warabi	warabi	w a r a b i	w a r a b i	300	300	EAR		
333	Deni	ear	waribo	waribo	w a r i b o	w a r i b o	300	300	EAR		
952	Jarawara	ear	narabi/warabi	narabi	n a r a b i	n a r a b i	300	300	EAR		
953	Jarawara	ear	narabi/warabi	warabi	w a r a b i	w a r a b i	300	300	EAR		
1311	Kulina	ear	aribo	aribo	a r i b o	a r i b o	300	300	EAR		masculine possessed
1651	Paumari	ear	morobo	morobo	m o r o b o	m o r o b o	300	300	EAR		
1652	Paumari	ear	narabi	narabi	n a r a b i	n a r a b i	300	300	EAR		
1856	Sorowaha	ear	waroba	waroba	w a r o b a	w a r o b a	300	300	EAR		
#
57	Banawa	earthworm	somi	somi	s o m i	s o m i	335	335	EARTHWORM		
334	Deni	earthworm	shomi	shomi	s h o m i	s h o m i	335	335	EARTHWORM		
663	Jamamadi	earthworm	somi	somi	s o m i	s o m i	335	335	EARTHWORM		
954	Jarawara	earthworm	somi	somi	s o m i	s o m i	335	335	EARTHWORM		
1312	Kulina	earthworm	shomi	shomi	s h o m i	s h o m i	335	335	EARTHWORM		
1857	Sorowaha	earthworm	somi	somi	s o m i	s o m i	335	335	EARTHWORM		
#
469	Deni	eat	kadapi	kadapi	k a d a p i	k a d a p i	0		EAT		
517	Deni	eat	hao	hao	h a o	h a o	53	53	EAT		
575	Deni	eat	komi	komi	k o m i	k o m i	0	683	unknown15		be satisfied
1468	Kulina	eat	hipa	hipa	h i p a	h i p a	0		EAT		
1770	Paumari	eat	ha	ha	h a	h a	53	53	EAT		
1934	Sorowaha	eat	hawa	hawa	h a w a	h a w a	53	53	EAT		
#
1313	Kulina	egg	nephe	nephe	n e p h e	n e p h e	0		EGG		masculine possessed
#
58	Banawa	electric eel	imati	imati	i m a t i	i m a t i	291	291	ELECTRIC.EEL		
335	Deni	electric eel	minati	minati	m i n a t i	m i n a t i	291	291	ELECTRIC.EEL		
955	Jarawara	electric eel	imati	imati	i m a t i	i m a t i	291	291	ELECTRIC.EEL		
1314	Kulina	electric eel	minati	minati	m i n a t i	m i n a t i	291	291	ELECTRIC.EEL		
1653	Paumari	electric eel	minaʔdi	minaʔdi	m i n a ʔ d i	m i n a ʔ d i	291	291	ELECTRIC.EEL		
#
59	Banawa	exchange	manako	manako	m a n a k o	m a n a k o	290	290	EXCHANGE		exchange, price
336	Deni	exchange	manako	manako	m a n a k o	m a n a k o	290	290	EXCHANGE		exchange, price
664	Jamamadi	exchange	manako	manako	m a n a k o	m a n a k o	290	290	EXCHANGE		exchange, price
956	Jarawara	exchange	manakone	manakone	m a n a k o n e	m a n a k o n e	290	290	EXCHANGE		exchange, price
1315	Kulina	exchange	manako	manako	m a n a k o	m a n a k o	290	290	EXCHANGE		exchange, price
#
1316	Kulina	eye	nokho	nokho	n o k h o	n o k h o	0		EYE		masculine possessed
#
470	Deni	fall	sona	sona	s o n a	s o n a	0		FALL		
1469	Kulina	fall	shona	shona	s h o n a	s h o n a	0		FALL		
1470	Kulina	fall	katoha	katoha	k a t o h a	k a t o h a	0		FALL		dual + plural
#
60	Banawa	fan	bihi	bihi	b i h i	b i h i	0		FAN		
957	Jarawara	fan	bihi	bihi	b i h i	b i h i	0		FAN		
#
337	Deni	far	vahini	vahini	v a h i n i	v a h i n i	0		FAR		
958	Jarawara	far	jabo	jabo	j a b o	j a b o	0		FAR		
1317	Kulina	far	wahi	wahi	w a h i	w a h i	0		FAR		
#
289	Banawa	fasten	soki	soki	s o k i	s o k i	177	177	FASTEN		also bind
628	Deni	fasten	shoki	shoki	s h o k i	s h o k i	177	177	FASTEN		also bind
897	Jamamadi	fasten	soki	soki	s o k i	s o k i	177	177	FASTEN		also bind
1261	Jarawara	fasten	soki	soki	s o k i	s o k i	177	177	FASTEN		also bind
1632	Kulina	fasten	shoke	shoke	s h o k e	s h o k e	177	177	FASTEN		also bind
#
89	Banawa	fat	jahi	jahi	j a h i	j a h i	0		FAT		
689	Jamamadi	fat	jahi	jahi	j a h i	j a h i	0		FAT		
999	Jarawara	fat	jaha	jaha	j a h a	j a h a	0		FAT		
#
1318	Kulina	fat (noun)	okine	okine	o k i n e	o k i n e	0		FAT.(NOUN)		masculine possessed
#
61	Banawa	father	abi	abi	a b i	a b i	1	1	FATHER		
665	Jamamadi	father	abi	abi	a b i	a b i	1	1	FATHER		
959	Jarawara	father	abi	abi	a b i	a b i	1	1	FATHER		
1319	Kulina	father	abi	abi	a b i	a b i	1	1	FATHER		
1654	Paumari	father	biʔi	biʔi	b i ʔ i	b i ʔ i	1	1	FATHER		
1858	Sorowaha	father	abi	abi	a b i	a b i	1	1	FATHER		
#
62	Banawa	father's brother	badise	badise	b a d i s e	b a d i s e	336	336	FATHER'S.BROTHER		
666	Jamamadi	father's brother	badise	badise	b a d i s e	b a d i s e	336	336	FATHER'S.BROTHER		
960	Jarawara	father's brother	batise	batise	b a t i s e	b a t i s e	336	336	FATHER'S.BROTHER		
1655	Paumari	father's brother	badia	badia	b a d i a	b a d i a	336	336	FATHER'S.BROTHER		
#
63	Banawa	father's sister	aso	aso	a s o	a s o	17	17	FATHER'S.SISTER		mother-in-law
338	Deni	father's sister	asho	asho	a s h o	a s h o	17	17	FATHER'S.SISTER		mother-in-law
594	Deni	father's sister	mashodini	mashodini	m a s h o d i n i	m a s h o d i n i	131	131	FATHER'S.SISTER		also mother-in-law
667	Jamamadi	father's sister	aso	aso	a s o	a s o	17	17	FATHER'S.SISTER		mother-in-law
961	Jarawara	father's sister	aso	aso	a s o	a s o	17	17	FATHER'S.SISTER		mother-in-law
1320	Kulina	father's sister	asho	asho	a s h o	a s h o	17	17	FATHER'S.SISTER		mother-in-law
1603	Kulina	father's sister	mashodini	mashodini	m a s h o d i n i	m a s h o d i n i	131	131	FATHER'S.SISTER		also mother-in-law
1656	Paumari	father's sister	ʔaaso	ʔaaso	ʔ a a s o	ʔ a a s o	17	17	FATHER'S.SISTER		mother-in-law
1814	Paumari	father's sister	masodini	masodini	m a s o d i n i	m a s o d i n i	131	131	FATHER'S.SISTER		also mother-in-law
1859	Sorowaha	father's sister	aso	aso	a s o	a s o	17	17	FATHER'S.SISTER		mother-in-law
#
1657	Paumari	feather	bihi	bihi	b i h i	b i h i	0		FEATHER		wing
#
64	Banawa	feces	ijo	ijo	i j o	i j o	248	248	FECES		
339	Deni	feces	ijo	ijo	i j o	i j o	248	248	FECES		
668	Jamamadi	feces	ijo	ijo	i j o	i j o	248	248	FECES		
962	Jarawara	feces	ijo	ijo	i j o	i j o	248	248	FECES		
1321	Kulina	feces	ijo	ijo	i j o	i j o	248	248	FECES		
1658	Paumari	feces	ijo	ijo	i j o	i j o	248	248	FECES		
1860	Sorowaha	feces	ijo	ijo	i j o	i j o	248	248	FECES		
#
1322	Kulina	fingernail	nokoshi	nokoshi	n o k o s h i	n o k o s h i	0	685	FINGERNAIL		masculine possessed
#
3	Arawa	fire	sihú	sihú	s i h ú	s i h ú	259	259	FIRE		
65	Banawa	fire	jifo	jifo	j i f o	j i f o	259	259	FIRE		
340	Deni	fire	jipho	jipho	j i p h o	j i p h o	259	259	FIRE		
669	Jamamadi	fire	jifo	jifo	j i f o	j i f o	259	259	FIRE		
963	Jarawara	fire	jifo	jifo	j i f o	j i f o	259	259	FIRE		
1323	Kulina	fire	jipho	jipho	j i p h o	j i p h o	259	259	FIRE		
1659	Paumari	fire	siho	siho	s i h o	s i h o	259	259	FIRE		
#
562	Deni	first	tatide	tatide	t a t i d e	t a t i d e	0		unknown7		firstly
1580	Kulina	first	taʔide	taʔide	t a ʔ i d e	t a ʔ i d e	0		unknown7		in the first place, before
#
4	Arawa	fish	abaigaua	abaigaua	a b a i g a u a	a b a i g a u a	201	201	FISH		
66	Banawa	fish	aba	aba	a b a	a b a	201	201	FISH		
341	Deni	fish	aba	aba	a b a	a b a	201	201	FISH		
670	Jamamadi	fish	aba	aba	a b a	a b a	201	201	FISH		
964	Jarawara	fish	aba	aba	a b a	a b a	201	201	FISH		
1324	Kulina	fish	aba	aba	a b a	a b a	201	201	FISH		
1660	Paumari	fish	abaisana	abaisana	a b a i s a n a	a b a i s a n a	201	201	FISH		
1861	Sorowaha	fish	aba	aba	a b a	a b a	201	201	FISH		
#
247	Banawa	fish sp.	korobo	korobo	k o r o b o	k o r o b o	122		FISH.SP.		prob. jeju
278	Banawa	fish sp.	siraba	siraba	s i r a b a	s i r a b a	164	164	FISH.SP.		cangati (fish sp.)
582	Deni	fish sp.	korobo	korobo	k o r o b o	k o r o b o	122		FISH.SP.		prob. jeju
854	Jamamadi	fish sp.	korobo	korobo	k o r o b o	k o r o b o	122		FISH.SP.		prob. jeju
888	Jamamadi	fish sp.	siraba	siraba	s i r a b a	s i r a b a	164	164	FISH.SP.		cangati (fish sp.)
1214	Jarawara	fish sp.	korobo	korobo	k o r o b o	k o r o b o	122		FISH.SP.		prob. jeju
1250	Jarawara	fish sp.	siraba	siraba	s i r a b a	s i r a b a	164	164	FISH.SP.		cangati (fish sp.)
1596	Kulina	fish sp.	khorobo	khorobo	k h o r o b o	k h o r o b o	122		FISH.SP.		prob. jeju
1828	Paumari	fish sp.	siraba	siraba	s i r a b a	s i r a b a	164	164	FISH.SP.		(a)cará (fish sp.)
#
342	Deni	fix	ta	ta	t a	t a	45	45	FIX		fasten
1661	Paumari	fix	ʔdakha	ʔdakha	ʔ d a k h a	ʔ d a k h a	45	45	FIX		fasten
#
257	Banawa	flower	mowe	mowe	m o w e	m o w e	136	136	FLOWER		also blossom
866	Jamamadi	flower	mowe	mowe	m o w e	m o w e	136	136	FLOWER		also blossom
965	Jarawara	flower	mowe	mowe	m o w e	m o w e	337	337	FLOWER		
1228	Jarawara	flower	mowe	mowe	m o w e	m o w e	136	136	FLOWER		also blossom
1325	Kulina	flower	mowe	mowe	m o w e	m o w e	337	337	FLOWER		masculine possessed
1606	Kulina	flower	mowe	mowe	m o w e	m o w e	136	136	FLOWER		also blossom
1816	Paumari	flower	mowa	mowa	m o w a	m o w a	136	136	FLOWER		also blossom
1976	Sorowaha	flower	mawa	mawa	m a w a	m a w a	136	136	FLOWER		also blossom
#
1986	Sorowaha	fly	bihʲawa	bihʲawa	b i hʲ a w a	b i hʲ a w a	0		FLY		
#
966	Jarawara	fog	hote	hote	h o t e	h o t e	0		FOG		
#
67	Banawa	food	jamata	jamata	j a m a t a	j a m a t a	255	255	FOOD		
671	Jamamadi	food	jamata	jamata	j a m a t a	j a m a t a	255	255	FOOD		
