ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
393	Deni	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
706	Jamamadi	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
1019	Jarawara	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
1387	Kulina	MUD HOLE	ata	ata	a t̪ a	a t̪ a	349	349	MUD.HOLE			
10433	Proto-Arawan	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
106	Banawa	NAKED	kori	kori	k o r i	k o r i - -	284	284	NAKEDNESS			
394	Deni	NAKED	khorohi	khorohi	kʰ o r o h i	kʰ o r o h i	284	284	NAKEDNESS			
1020	Jarawara	NAKED	kori	kori	k o r i	k o r i - -	284	284	NAKEDNESS			
1388	Kulina	NAKED	koɾoha	koɾoha	k o ɾ o h a	k o ɾ o h a	284	284	NAKEDNESS			
10046	Sorowaha	NAKED	amaɾa	amaɾa	a m a ɾ a	a m a ɾ a	672	624	NAKED			
10708	Proto-Arawan	NAKED	khoriha	khoriha	kʰ o r i h a	kʰ o r i h a	284	284	NAKEDNESS			
107	Banawa	NECK	namidi	namidi	n a m i d i	n a m i d i	373	405	NECK			
708	Jamamadi	NECK	namidi	namidi	n a m i d i	n a m i d i	373	405	NECK			
1023	Jarawara	NECK	namiti	namiti	n a m i t i	n a m i t i	373	405	NECK			
1390	Kulina	NECK	mat̪ʰo	mat̪ʰo	m a t̪ʰ o	- - m a t̪ʰ o	373	405	NECK			
10052	Sorowaha	NECK	asami	asami	a s a m i	a s a m i	678	628	NECK			
10269	Paumari	NECK	nabidi / matʰa	nabidi	n a b i ɗ i	n a b i ɗ i	373	405	NECK			
10270	Deni	NECK	matʰo	matʰo	m a tʰ o	m a tʰ o	373	405	NECK			
10271	Paumari	NECK	nabidi / matʰa	matʰa	m a tʰ a	m a tʰ a	373	405	NECK			
12089	Arasairi	NECK	okitapo	okitapo	o k i t a p o	o k i t a p o	1507	1487	NECK			
108	Banawa	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE			
709	Jamamadi	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE			
1024	Jarawara	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE			
1881	Sorowaha	NECKLACE	kasaɾo	kasaɾo	k a s a ɾ o	k a s a ɾ o	269	269	NECKLACE			
10672	Proto-Arawan	NECKLACE	kasoro	kasoro	k a s o r o	k a s o r o	269	269	NECKLACE			
11884	Deni	NECKLACE	tuvinukearu	tuvinukearu	t u v i n u k ea r u	t u v i n u k ea r u	1424	1401	NECKLACE			
11885	Kulina	NECKLACE	tomatʰokʰa	tomatʰokʰa	t̪ o + m a tʰ o + kʰ a	t̪ o + m a tʰ o + kʰ a	1425	1402 405 1403	DISPOSSESSIVE NECK ASSOCIATIVE			
11886	Paumari	NECKLACE	ʔohi	ʔohi	ʔ o h i	ʔ o h i	1426	1220	BEAD			
109	Banawa	LEAF SPINE	bee / bai	bee	b eː	b eː	1102	1111	LEAF.SPINE			
377	Deni	LEAF SPINE	behe	behe	b e h e	b e h e	1102	1111	LEAF.SPINE			
710	Jamamadi	LEAF SPINE	bahi	bahi	b a h i	b a h i	1102	1111	LEAF.SPINE			
1025	Jarawara	LEAF SPINE	behe	behe	b e h e	b e h e	1102	1111	LEAF.SPINE			
11690	Banawa	LEAF SPINE	bee / bai	bai	b ai	b ai	1102	1111	LEAF.SPINE			
110	Banawa	OLD	bote	bote	b o t e	b o t e - - -	226	226	OLD			
400	Deni	OLD	bote / kharavi / huratsa / horasa	bote	b o t e	b o t e - - -	226	226	OLD			
401	Deni	OLD	bote / kharavi / huratsa / horasa	huratsa	h u r a tʃ a	h u r a tʃ a - -	67	67	OLD			
402	Deni	OLD	bote / kharavi / huratsa / horasa	kharavi	kʰ a r a v i	kʰ a r a - - v i	67	67	OLD			
529	Deni	OLD	bote / kharavi / huratsa / horasa	horasa	h o r a s a	h o r a s a - -	67	67	OLD			
711	Jamamadi	OLD	bote	bote	b o t e	b o t e - - -	226	226	OLD			
1027	Jarawara	OLD	bote	bote	b o t e	b o t e - - -	226	226	OLD			
1394	Kulina	OLD	botɛ / hadai	botɛ	b o t̪ ɛ	b o t̪ ɛ - - -	226	226	OLD			
1395	Kulina	OLD	botɛ / hadai	hadai	h a d a i	h a d a - - i	226	226	OLD			
1696	Paumari	OLD	boɗa	boɗa	b o ɗ a	b o ɗ a - - -	226	226	OLD			
1941	Sorowaha	OLD	hosa / huusa	hosa	h o s a	h o - - s a - -	67	67	OLD			
5175	Sorowaha	OLD	hosa / huusa	huusa	h uː s a	h uː - - s a - -	67	67	OLD			
10541	Proto-Arawan	OLD	ɓoɗe / horasa	ɓoɗe	ɓ o ɗ e	ɓ o ɗ e	226	226	OLD			
10607	Proto-Arawan	OLD	ɓoɗe / horasa	horasa	h o r a s a	h o r a s a	67	67	OLD			
111	Banawa	OLDER SISTER	adi	adi	a d i	- a d i -	18	18	OLDER.SISTER			
403	Deni	OLDER SISTER	asi	asi	a s i	- a s i -	18	18	OLDER.SISTER			
712	Jamamadi	OLDER SISTER	adi	adi	a d i	- a d i -	18	18	OLDER.SISTER			
1028	Jarawara	OLDER SISTER	ati	ati	a t i	- a t i -	18	18	OLDER.SISTER			
1396	Kulina	OLDER SISTER	atsi	atsi	a ts i	- a ts i -	18	18	OLDER.SISTER			
1697	Paumari	OLDER SISTER	ʔadia / baʔai	ʔadia	ʔ a ɗ i a	ʔ a ɗ i a	18	18	OLDER.SISTER			
10443	Proto-Arawan	OLDER SISTER	adia	adia	a d ia	- a d ia -	18	18	OLDER.SISTER			
11001	Paumari	OLDER SISTER	ʔadia / baʔai	baʔai	b a ʔ ai	b a ʔ ai	1039	994	OLDER.SISTER			
11702	Sorowaha	OLDER SISTER	idʒa	idʒa	iː dʒ a	iː dʒ a	18	18	OLDER.SISTER			
112	Banawa	ORIOLE	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE			
404	Deni	ORIOLE	kawatsʰiro	kawatsʰiro	k a w a tsʰ i r o	k a w a tsʰ i r o	271	271	ORIOLE			
713	Jamamadi	ORIOLE	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE			
1029	Jarawara	ORIOLE	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE			
1398	Kulina	ORIOLE	kaatsiɾo	kaatsiɾo	k aː ts i ɾ o	k aː - - ts i ɾ o	271	271	ORIOLE			
1698	Paumari	ORIOLE	siro	siro	s i r o	- - - - s i r o	271	271	ORIOLE			
10675	Proto-Arawan	ORIOLE	kawashiro	kawashiro	k a w a tsʰ i r o	k a w a tsʰ i r o	271	271	ORIOLE			
113	Banawa	OWL	bobo / waɸa	bobo	b o b o	b o b o	28	28	OWL.SP.			
405	Deni	OWL	bobo / waba	bobo	b o b o	b o b o	28	28	OWL.SP.			
714	Jamamadi	OWL	bobo / waɸa	bobo	b o b o	b o b o	28	28	OWL.SP.			
1030	Jarawara	OWL	bobo / waɸa	bobo	b o b o	b o b o	28	28	OWL.SP.			
1399	Kulina	OWL	bobo / waba	bobo	b o b o	b o b o	28	28	OWL.SP.			
5089	Paumari	OWL	βapaori	βapaori	β a p ao r i	β a p ao r i	198	198	OWL.SP.			
5090	Kulina	OWL	bobo / waba	waba	w a b a	w a b a - -	198	198	OWL.SP.			
5091	Deni	OWL	bobo / waba	waba	w a b a	w a b a - -	198	198	OWL.SP.			
5092	Jarawara	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.			
5093	Banawa	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.			
5094	Jamamadi	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.			
5095	Sorowaha	OWL	waha	waha	w a h a	w a h a - -	198	198	OWL.SP.			
10528	Proto-Arawan	OWL	bobo / wapa	bobo	b o b o	b o b o	28	28	OWL.SP.			
10892	Proto-Arawan	OWL	bobo / wapa	wapa	w a p a	w a p a	198	198	OWL.SP.			
12094	Arasairi	OWL	uaroi	uaroi	u a r o i	u a r o i	1509	1489	OWL.SP.			
114	Banawa	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN			
406	Deni	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN			
1032	Jarawara	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN			
1400	Kulina	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN			
1883	Sorowaha	PAIN	kowi	kowi	k o w i	k o w i	697	640	PAIN			
10687	Proto-Arawan	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN			
11521	Jamamadi	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN			
115	Banawa	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
208	Banawa	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
407	Deni	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
540	Deni	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
716	Jamamadi	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
817	Jamamadi	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
1033	Jarawara	PALM TREE	ere / janifara	ere	e r e	e r e	231	231	PALM			
1034	Jarawara	PALM TREE	ere / janifara	janifara	j a n i ɸ a r a	j a n i ɸ a r a	256	256	PALM			
1169	Jarawara	PALM TREE	jawana / kowasaki	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
1212	Jarawara	PALM TREE	jawana / kowasaki	kowasaki	k o w a s a k i	k o w a s a k i	120	547	PALM.SP.			
1401	Kulina	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
1562	Kulina	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
1884	Sorowaha	PALM TREE	ɨɾɨ	ɨɾɨ	ɨ ɾ ɨ	ɨ ɾ ɨ	231	231	PALM			
1968	Sorowaha	PALM TREE	koasaki	koasaki	k o a s a k i	k o - a s a k i	120	547	PALM.SP.			
10569	Proto-Arawan	PALM TREE	ere / jani / jawana / kowasaki	ere	e r e	e r e	231	231	PALM			
10633	Proto-Arawan	PALM TREE	ere / jani / jawana / kowasaki	jani	j a n i	j a n i	256	256	PALM			
10638	Proto-Arawan	PALM TREE	ere / jani / jawana / kowasaki	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
10699	Proto-Arawan	PALM TREE	ere / jani / jawana / kowasaki	kowasaki	k o w a s a k i	k o w a s a k i	120	547	PALM.SP.			
116	Banawa	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
409	Deni	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
718	Jamamadi	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
1035	Jarawara	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
1402	Kulina	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
1699	Paumari	PATH OR ROAD	hagihi	hagihi	h a g i h i	h a g i h i	238	238	PATH			
1886	Sorowaha	PATH OR ROAD	agi	agi	a g i	- a g i - -	238	238	PATH			
10585	Proto-Arawan	PATH OR ROAD	hagi	hagi	h a g i	h a g i	238	238	PATH			
10824	Kanamari	PATH OR ROAD	daŋ	daŋ	d a ŋ	d a ŋ	970	927	PATH			
10936	Amarakaeri	PATH OR ROAD	ⁿdagⁿ	ⁿdagⁿ	ⁿd a gⁿ	ⁿd a gⁿ - - -	970	927	PATH			
12097	Arasairi	PATH OR ROAD	dahank	dahank	d a h a n k	d a h a n k	970	927	PATH			
117	Banawa	PIERCE	saka / ida	saka	s a k a	s a k a	350	350	PIERCE			
196	Banawa	PIERCE	saka / ida	ida	i d a	i d a	70	70	PIERCE			
413	Deni	PIERCE	saka	saka	s a k a	s a k a	350	350	PIERCE			
720	Jamamadi	PIERCE	saka / ida	saka	s a k a	s a k a	350	350	PIERCE			
803	Jamamadi	PIERCE	saka / ida	ida	i d a	i d a	70	70	PIERCE			
1037	Jarawara	PIERCE	saka / ita	saka	s a k a	s a k a	350	350	PIERCE			
1155	Jarawara	PIERCE	saka / ita	ita	i t a	i t a	70	70	PIERCE			
1405	Kulina	PIERCE	tsaka	tsaka	ts a k a	ts a k a	350	350	PIERCE			
1705	Paumari	PIERCE	saka	saka	s a k a	s a k a	350	350	PIERCE			
1943	Sorowaha	PIERCE	ida / sutika	ida	i d a	i d a	70	70	PIERCE			
10074	Sorowaha	PIERCE	ida / sutika	sutika	s u t i k a	s u t i k a	707	649	PIERCE			
10609	Proto-Arawan	PIERCE	ida / saka	ida	i d a	i d a	70	70	PIERCE			
10795	Proto-Arawan	PIERCE	ida / saka	saka	s a k a	s a k a	350	350	PIERCE			
12098	Arasairi	PIERCE	jajenka	jajenka	j a j e n k a	j a j e n k a	1511	1491	PIERCE			
118	Banawa	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE			
415	Deni	PINEAPPLE	tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE			
721	Jamamadi	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE			
1038	Jarawara	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE			
5009	Sorowaha	PINEAPPLE	tsami / aɾaguna	tsami	ts a m i	ts a m i	351	351	PINEAPPLE			
7778	Kulina	PINEAPPLE	nana / tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE			
9998	Kulina	PINEAPPLE	nana / tsʰami	nana	n a n a	n a n a	524	513	PINEAPPLE		YES	
10047	Sorowaha	PINEAPPLE	tsami / aɾaguna	aɾaguna	a ɾ a g u n a	a ɾ a g u n a	673	625	PINEAPPLE			
10507	KatukinaBiá	PINEAPPLE	wakak	wakak	w a k a k	w a k a k	944	903	PINEAPPLE			
10508	Kanamari	PINEAPPLE	wakak	wakak	w a k a k	w a k a k	944	903	PINEAPPLE			
10809	Katawishi	PINEAPPLE	uruhi	uruhi	u r u h i	u r u h i	961	918	PINEAPPLE			
10837	Proto-Arawan	PINEAPPLE	tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE			
12099	Arasairi	PINEAPPLE	kahá	kahá	k a h á	k a h á	1512	1492	PINEAPPLE			
12482	Apurinã	PINEAPPLE	anana	anana	a n a n a	a n a n a	524	513	PINEAPPLE			
119	Banawa	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE			
417	Deni	PORCUPINE	mitsʰe	mitsʰe	m i tsʰ e	m i tsʰ e	292	292	PORCUPINE			
722	Jamamadi	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE			
1040	Jarawara	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE			
1407	Kulina	PORCUPINE	mitsʰɛ	mitsʰɛ	m i tsʰ ɛ	m i tsʰ ɛ	292	292	PORCUPINE			
1888	Sorowaha	PORCUPINE	misi	misi	m i s i	m i s i	292	292	PORCUPINE			
10730	Proto-Arawan	PORCUPINE	mitsʰe	mitsʰe	m i tsʰ e	m i tsʰ e	292	292	PORCUPINE			
120	Banawa	POT	jia	jia	j i a	j i - a	525	514	POT			
418	Deni	POT	jipa	jipa	j i p a	j i p a	525	514	POT			
723	Jamamadi	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258	258	POT			
1041	Jarawara	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258	258	POT			
1408	Kulina	POT	jipa	jipa	j i p a	j i p a	525	514	POT			
1707	Paumari	POT	siʔaha	siʔaha	s i ʔ a h a	- s i ʔ a h a	258	258	POT			
1889	Sorowaha	POT	isaha	isaha	i s a h a	i s - - a h a	258	258	POT			
10641	Proto-Arawan	POT	jipaha	jipaha	j i p a h a	j i p a h a	525	514	POT			
121	Banawa	ROAST OR FRY	ibana / tabasi	ibana	i b a n a	i b a n a	23	23	ROAST.ON.COALS			
235	Banawa	ROAST OR FRY	ibana / tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST			Roast over fire
427	Deni	ROAST OR FRY	bana / tabitsʰi	bana	b a n a	b a n a	23	23	ROAST.ON.COALS			
570	Deni	ROAST OR FRY	bana / tabitsʰi	tabitsʰi	t a b i tsʰ i	t a b i tsʰ i	407	407	ROAST			Roast over fire
841	Jamamadi	ROAST OR FRY	ibana / tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST			Roast over fire
1043	Jarawara	ROAST OR FRY	ibana / tabasi	ibana	i b a n a	i b a n a	23	23	ROAST.ON.COALS			
1199	Jarawara	ROAST OR FRY	ibana / tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST			Roast over fire
1417	Kulina	ROAST OR FRY	bana / tabitsʰɛ	bana	b a n a	b a n a	23	23	ROAST.ON.COALS			
1587	Kulina	ROAST OR FRY	bana / tabitsʰɛ	tabitsʰɛ	t̪ a b i tsʰ ɛ	t̪ a b i tsʰ ɛ	407	407	ROAST			Roast over fire
10070	Sorowaha	ROAST OR FRY	suki	suki	s u k i	s u k i	703	646	ROAST			
10456	Proto-Arawan	ROAST OR FRY	bana / tabitsʰe	bana	b a n a	b a n a	23	23	ROAST.ON.COALS			
10852	Proto-Arawan	ROAST OR FRY	bana / tabitsʰe	tabitsʰe	t a b i tsʰ e	t a b i tsʰ e	407	407	ROAST			
11651	Jamamadi	ROAST OR FRY	ibana / tabasi	ibana	i b a n a	i b a n a	23	23	ROAST.ON.COALS			
12105	Arasairi	ROAST OR FRY	et͡ʃije	et͡ʃije	e tʃ i j e	e tʃ i j e	1513	1493	ROAST			
122	Banawa	ROTTEN	bata	bata	b a t a	b a t - a - -	224	224	ROTTEN			
429	Deni	ROTTEN	batha	batha	b a t h a	b a t h a - -	224	224	ROTTEN			
725	Jamamadi	ROTTEN	bata	bata	b a t a	b a t - a - -	224	224	ROTTEN			
1045	Jarawara	ROTTEN	bata	bata	b a t a	b a t - a - -	224	224	ROTTEN			
1419	Kulina	ROTTEN	bat̪ʰa	bat̪ʰa	b a t̪ʰ a	b a t̪ʰ - a - -	224	224	ROTTEN			
1711	Paumari	ROTTEN	batha	batha	b a t h a	b a t h a - -	224	224	ROTTEN			
1892	Sorowaha	ROTTEN	hata / hataɾi	hata	h a t a	h a t - a - -	224	224	ROTTEN			
5141	Sorowaha	ROTTEN	hata / hataɾi	hataɾi	h a t a ɾ i	h a t - a ɾ i	224	224	ROTTEN			
10538	Proto-Arawan	ROTTEN	ɓatha	ɓatha	ɓ a tʰ a	ɓ a tʰ a	224	224	ROTTEN			
12106	Arasairi	ROTTEN	eparade	eparade	e p a r a d e	e p a r a d e	1514	1494	ROTTEN			
123	Banawa	SAND	siki	siki	s i k i	s i k i - - - - -	266	266	SAND			
431	Deni	SAND	tsiki / tsʰiki	tsiki	tʃ i k i	tʃ i k i - - - - -	266	266	SAND			
432	Deni	SAND	tsiki / tsʰiki	tsʰiki	tsʰ i k i	tsʰ i k i - - - - -	266	266	SAND			
727	Jamamadi	SAND	siki	siki	s i k i	s i k i - - - - -	266	266	SAND			
1047	Jarawara	SAND	siki	siki	s i k i	s i k i - - - - -	266	266	SAND			
1422	Kulina	SAND	tsʰiki wɛtsʰɛ / tsʰiki	tsʰiki wɛtsʰɛ	tsʰ i k i + w ɛ tsʰ ɛ	tsʰ i k i + w ɛ tsʰ ɛ	266	266 517	SAND ?			
1423	Kulina	SAND	tsʰiki wɛtsʰɛ / tsʰiki	tsʰiki	tsʰ i k i	tsʰ i k i - - - - -	266	266	SAND			
1712	Paumari	SAND	kaasi	kaasi	k aː s i	k aː s i - -	527	516	SAND			Also "beach"
1893	Sorowaha	SAND	asidʒu	asidʒu	a s i dʒ u	a s i dʒ u	527	516	SAND			
10309	Katawishi	SAND	tikihi	tikihi	t i k i h i	t i k i h i	266	266	SAND			
10657	Proto-Arawan	SAND	kaaxijo / shiki	kaaxijo	k aː x i j o	k aː x i j o	527	516	SAND			
10840	Proto-Arawan	SAND	kaaxijo / shiki	shiki	tsʰ i k i	tsʰ i k i	266	266	SAND			
11851	Paumari_1833	SAND	kasi	kasi	k a s i	k a s i	527	516	SAND			
125	Banawa	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
434	Deni	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
1053	Jarawara	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
1427	Kulina	SHELLFISH	daɾo	daɾo	d a ɾ o	d a ɾ o	376	361	SHELLFISH			
10863	Proto-Arawan	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
126	Banawa	SMALL	biri / bide	biri	b i r i	b i r i - -	220	220	SMALL			
435	Deni	SMALL	bedeni / biriha / hiraride	bedeni	b e d e n i	b e d e n i	220	220	SMALL			
436	Deni	SMALL	bedeni / biriha / hiraride	biriha	b i r i h a	b i r i h a	220	220	SMALL			
437	Deni	SMALL	bedeni / biriha / hiraride	hiraride	h i r a r i d e	h i r a r i d e	528	518	SMALL			
1056	Jarawara	SMALL	biri / bite	biri	b i r i	b i r i - -	220	220	SMALL			
1057	Jarawara	SMALL	biri / bite	bite	b i t e	b i t e - -	220	220	SMALL			bite/biti
1430	Kulina	SMALL	bɛdi / biɾiha	bɛdi	b ɛ d i	b ɛ d i - -	220	220	SMALL			
1431	Kulina	SMALL	bɛdi / biɾiha	biɾiha	b i ɾ i h a	b i ɾ i h a	220	220	SMALL			
10018	Sorowaha	SMALL	adje	adje	a d j e	a d j e	220	220	SMALL			
10523	Proto-Arawan	SMALL	biriha	biriha	b i r i h a	b i r i h a	220	220	SMALL			
10992	Paumari	SMALL	paʔitʃi	paʔitʃi	p a ʔ i tʃ i	p a ʔ i tʃ i	1040	995	SMALL			
11720	Jamamadi	SMALL	bide	bide	b i d e	b i d e	220	220	SMALL			bide/bidi
11721	Banawa	SMALL	biri / bide	bide	b i d e	b i d e	220	220	SMALL			bide/bidi
12109	Arasairi	SMALL	seueda / uajo	seueda	s e u e d a	s e u e d a	1515	1495	SMALL			
12110	Arasairi	SMALL	seueda / uajo	uajo	wa j o	wa j o	1516	1496	SMALL			
128	Banawa	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE			small eagle
281	Banawa	EAGLE OR HAWK	sibiria	sibiria	s i b i r i a	s i b i r i a	168	168	HARPY			Harpy eagle
621	Deni	EAGLE OR HAWK	tsʰibiri	tsʰibiri	tsʰ i b i r i	tsʰ i b i r i -	168	168	HARPY			Harpy eagle
890	Jamamadi	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168	168	HARPY			Harpy eagle
1059	Jarawara	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE			small eagle
1253	Jarawara	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168	168	HARPY			Harpy eagle
1626	Kulina	EAGLE OR HAWK	tsibiɾi	tsibiɾi	ts i b i ɾ i	ts i b i ɾ i -	168	168	HARPY			Harpy eagle
1717	Paumari	EAGLE OR HAWK	kokoi / sabira	kokoi	k o k o i	k o k o - i	272	272	SMALL.EAGLE			small eagle
1830	Paumari	EAGLE OR HAWK	kokoi / sabira	sabira	s a b i r a	s a b i r - a	168	168	HARPY			Harpy eagle
5051	Sorowaha	EAGLE OR HAWK	ʃibiɾi	ʃibiɾi	ʃ i b i ɾ i	ʃ i b i ɾ i	437	420	HAWK			
10686	Proto-Arawan	EAGLE OR HAWK	kokoi / shabiria / tobejaro	kokoi	k o k oi	k o k oi	272	272	SMALL.EAGLE			small eagle
10834	Proto-Arawan	EAGLE OR HAWK	kokoi / shabiria / tobejaro	shabiria	s h a b i r ia	s h a b i r ia	168	168	HARPY			Harpy eagle
12091	Paumari_1833	EAGLE OR HAWK	uatone	uatone	ua t o n e	ua t o n e	272	1488	SMALL.EAGLE			Harpy eagle
129	Banawa	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
732	Jamamadi	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
1061	Jarawara	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
1718	Paumari	SNAIL	gaho / topaβa	gaho	g a h o	g a h o	233	233	SNAIL			
1992	Sorowaha	SNAIL	dɨhɨwa	dɨhɨwa	d ɨ h ɨ w a	d ɨ h ɨ w a	529	519	SNAIL			
8033	Jarawara	SNAIL	towawa	towawa	t o w a w a	t o w a w a	192	192	SNAIL.SP.			
8034	Paumari	SNAIL	gaho / topaβa	topaβa	t o p a β a	t o p a β a	192	192	SNAIL.SP.			
10571	Proto-Arawan	SNAIL	gaho / topawa	gaho	g a h o	g a h o	233	233	SNAIL			
10872	Proto-Arawan	SNAIL	gaho / topawa	topawa	t o p a w a	t o p a w a	192	192	SNAIL.SP.			
11887	Deni	SNAIL	kesʰuva / zuhuva	kesʰuva	k e sʰ u v a	k e sʰ u v a	1427	1404	SNAIL			
11888	Deni	SNAIL	kesʰuva / zuhuva	zuhuva	dz u h u v a	dz u h u v a	529	519	SNAIL			
12112	Arasairi	SNAIL	uempu / siripu / pujempu	uempu	we m p u	we m p u	1517	1497	SNAIL			
12113	Arasairi	SNAIL	uempu / siripu / pujempu	siripu	s i r i p u	s i r i p u	1518	1498	SNAIL			
12114	Arasairi	SNAIL	uempu / siripu / pujempu	pujempu	p u j e m p u	p u j e m p u	1517	1497	SNAIL			
130	Banawa	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
441	Deni	SNAKE	makha	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
733	Jamamadi	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
1062	Jarawara	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
1436	Kulina	SNAKE	makʰa	makʰa	m a kʰ a	m a kʰ a	288	288	SNAKE			
1567	Kulina	SNAKE	joni	joni	j o n i	j o n i - - - - -	92	92	SNAKE.SP.			
1719	Paumari	SNAKE	makha / mabidiri / jonirara	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
1790	Paumari	SNAKE	makha / mabidiri / jonirara	jonirara	dʒ o n i + r a r a	dʒ o n i + r a r a	92	92 411	SNAKE.SP. ?			
10065	Sorowaha	SNAKE	kuwiɾi	kuwiɾi	k u w i ɾ i	k u w i ɾ i	698	641	SNAKE			
10337	Katawishi	SNAKE	pag / pagø	pag	p a g	p a g	288	288	SNAKE			
10649	Proto-Arawan	SNAKE	jonirara / makha	jonirara	j o n i + r a r a	j o n i + r a r a	92	92 411	SNAKE ?			
10720	Proto-Arawan	SNAKE	jonirara / makha	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
10817	Kanamari	SNAKE	hipaŋ	hipaŋ	h i p a ŋ	h i p a ŋ	288	288	SNAKE			
10818	Katawishi	SNAKE	pag / pagø	pagø	p a g ø	p a g ø	288	288	SNAKE			
10999	Paumari	SNAKE	makha / mabidiri / jonirara	mabidiri	m a b i ɗ i r i	m a b i ɗ i r i	1041	996	SNAKE			
131	Banawa	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
734	Jamamadi	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
1063	Jarawara	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
