ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
1379	Kulina	MEASURE	nat̪ʰomɛ	nat̪ʰomɛ	n a t̪ʰ o m ɛ	n a t̪ʰ - o m ɛ	301	301	MEASURE			
101	Banawa	FLESH OR MEAT	ime	ime	i m e	i m e	250	250	MEAT			
387	Deni	FLESH OR MEAT	ima	ima	i m a	i m a	250	250	MEAT			
701	Jamamadi	FLESH OR MEAT	ime	ime	i m e	i m e	250	250	MEAT			
1014	Jarawara	FLESH OR MEAT	ime	ime	i m e	i m e	250	250	MEAT			
1380	Kulina	FLESH OR MEAT	ima / bani mɛkʰɛ	bani mɛkʰɛ	b a n i + m ɛ kʰ ɛ	b a n i + m ɛ kʰ ɛ	523	512 388	MEAT ?			
1381	Kulina	FLESH OR MEAT	ima / bani mɛkʰɛ	ima	i m a	i m a	250	250	MEAT			
1690	Paumari	FLESH OR MEAT	ima	ima	i m a	i m a	250	250	MEAT			
1878	Sorowaha	FLESH OR MEAT	ime /ɨmɨ	ime	i m e	i m e	250	250	MEAT			
5145	Sorowaha	FLESH OR MEAT	ime /ɨmɨ	ɨmɨ	ɨ m ɨ	ɨ m ɨ	250	250	MEAT			
102	Banawa	MONTH	abariko	abariko	a b a r i k o	a b a r i k o	203	203	MOON			
388	Deni	MONTH	abajiko	abajiko	a b a j i k o	a b a j i k o	203	203	MOON			
702	Jamamadi	MONTH	abariko	abariko	a b a r i k o	a b a r i k o	203	203	MOON			
1015	Jarawara	MONTH	abariko	abariko	a b a r i k o	a b a r i k o	203	203	MOON			
1382	Kulina	MONTH	abajiko	abajiko	a b a j i k o	a b a j i k o	203	203	MOON			
104	Banawa	MOTHER	ami	ami	a m i	a m i - - - -	6	6	MOTHER			
392	Deni	MOTHER	ami	ami	a m i	a m i - - - -	6	6	MOTHER			
705	Jamamadi	MOTHER	ami	ami	a m i	a m i - - - -	6	6	MOTHER			
1018	Jarawara	MOTHER	ami	ami	a m i	a m i - - - -	6	6	MOTHER			
1385	Kulina	MOTHER	ami	ami	a m i	a m i - - - -	6	6	MOTHER			
1691	Paumari	MOTHER	mia	mia	m i a	- m i - a - -	6	6	MOTHER			
1880	Sorowaha	MOTHER	amiji / amadɪni	amiji	a m i j i	a m i j i - -	6	6	MOTHER			
5035	Sorowaha	MOTHER	amiji / amadini	amadini	a m a d i n i	a m a d i n i	6	6	MOTHER			
10295	Arawa	MOTHER	ami	ami	a m i	a m i	6	6	MOTHER			
105	Banawa	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
393	Deni	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
706	Jamamadi	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
1019	Jarawara	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
1387	Kulina	MUD HOLE	ata	ata	a t a	a t a	349	349	MUD.HOLE			
106	Banawa	NAKED	kori	kori	k o r i	k o r i - -	284	284	NAKEDNESS			
394	Deni	NAKED	khorohi	khorohi	kʰ o r o h i	kʰ o r o h i	284	284	NAKEDNESS			
1020	Jarawara	NAKED	kori	kori	k o r i	k o r i - -	284	284	NAKEDNESS			
1388	Kulina	NAKED	koɾoha	koɾoha	k o ɾ o h a	k o ɾ o h a	284	284	NAKEDNESS			
10046	Sorowaha	NAKED	amaɾa	amaɾa	a m a ɾ a	a m a ɾ a	672	624	NAKED			
107	Banawa	NECK	namidi	namidi	n a m i d i	n a m i d i	373	405	NECK			
708	Jamamadi	NECK	namidi	namidi	n a m i d i	n a m i d i	373	405	NECK			
1023	Jarawara	NECK	namiti	namiti	n a m i t i	n a m i t i	373	405	NECK			
1390	Kulina	NECK	mat̪ʰo	mat̪ʰo	m a t̪ʰ o	- - m a t̪ʰ o	373	405	NECK			
10052	Sorowaha	NECK	asami	asami	a s a m i	a s a m i	678	628	NECK			
10269	Paumari	NECK	nabidi / matʰa	nabidi	n a b i d i	n a b i d i	373	405	NECK			
10270	Deni	NECK	matʰo	matʰo	m a tʰ o	m a tʰ o	373	405	NECK			
10271	Paumari	NECK	nabidi / matʰa	matʰa	m a tʰ a	m a tʰ a	373	405	NECK			
108	Banawa	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE			
709	Jamamadi	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE			
1024	Jarawara	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE			
1881	Sorowaha	NECKLACE	kasaɾo	kasaɾo	k a s a ɾ o	k a s a ɾ o	269	269	NECKLACE			
109	Banawa	LEAF SPINE	bahi	bahi	b a h i	b a h i	1102	1111	LEAFSTALK			
377	Deni	LEAF SPINE	behe	behe	b e h e	b e h e	1102	1111	LEAFSTALK			
710	Jamamadi	LEAF SPINE	bahi	bahi	b a h i	b a h i	1102	1111	LEAFSTALK			
1025	Jarawara	LEAF SPINE	behe	behe	b e h e	b e h e	1102	1111	LEAFSTALK			
110	Banawa	OLD	bote	bote	b o t e	b o t e - - -	226	226	OLD			
400	Deni	OLD	bote / kharavi / huratsa / horasa	bote	b o t e	b o t e - - -	226	226	OLD			
401	Deni	OLD	bote / kharavi / huratsa / horasa	huratsa	h u r a tʃ a	h u r a tʃ a - -	67	67	OLD			
402	Deni	OLD	bote / kharavi / huratsa / horasa	kharavi	kʰ a r a v i	kʰ a r a - - v i	67	67	OLD			
529	Deni	OLD	bote / kharavi / huratsa / horasa	horasa	h o r a s a	h o r a s a - -	67	67	OLD			
711	Jamamadi	OLD	bote	bote	b o t e	b o t e - - -	226	226	OLD			
1027	Jarawara	OLD	bote	bote	b o t e	b o t e - - -	226	226	OLD			
1394	Kulina	OLD	botɛ / hadai	botɛ	b o t ɛ	b o t ɛ - - -	226	226	OLD			
1395	Kulina	OLD	botɛ / hadai	hadai	h a d a i	h a d a - - i	226	226	OLD			
1696	Paumari	OLD	boɗa	boɗa	b o ɗ a	b o ɗ a - - -	226	226	OLD			
1941	Sorowaha	OLD	hosa / huusa	hosa	h o s a	h o - - s a - -	67	67	OLD			
5175	Sorowaha	OLD	hosa / huusa	huusa	h uː s a	h uː - - s a - -	67	67	OLD			
111	Banawa	OLDER SISTER	adi	adi	a d i	- a d i -	18	18	OLDER.SISTER			
403	Deni	OLDER SISTER	asi	asi	a s i	- a s i -	18	18	OLDER.SISTER			
712	Jamamadi	OLDER SISTER	adi	adi	a d i	- a d i -	18	18	OLDER.SISTER			
1028	Jarawara	OLDER SISTER	ati	ati	a t i	- a t i -	18	18	OLDER.SISTER			
1396	Kulina	OLDER SISTER	atsi	atsi	a ts i	- a ts i -	18	18	OLDER.SISTER			
1697	Paumari	OLDER SISTER	ʔadia	ʔadia	ʔ a d i a	ʔ a d i a	18	18	OLDER.SISTER			
112	Banawa	ORIOLE	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE			
404	Deni	ORIOLE	kawatsʰiro	kawatsʰiro	k a w a tsʰ i r o	k a w a tsʰ i r o	271	271	ORIOLE			
713	Jamamadi	ORIOLE	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE			
1029	Jarawara	ORIOLE	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE			
1398	Kulina	ORIOLE	kaatsiɾo	kaatsiɾo	k aː ts i ɾ o	k aː - - ts i ɾ o	271	271	ORIOLE			
1698	Paumari	ORIOLE	siro	siro	s i r o	- - - - s i r o	271	271	ORIOLE			
113	Banawa	OWL	bobo / waɸa	bobo	b o b o	b o b o	28	28	OWL.SP.			
405	Deni	OWL	bobo / waba	bobo	b o b o	b o b o	28	28	OWL.SP.			
714	Jamamadi	OWL	bobo / waɸa	bobo	b o b o	b o b o	28	28	OWL.SP.			
1030	Jarawara	OWL	bobo / waɸa	bobo	b o b o	b o b o	28	28	OWL.SP.			
1399	Kulina	OWL	bobo / waba	bobo	b o b o	b o b o	28	28	OWL.SP.			
5089	Paumari	OWL	βapaori	βapaori	β a p ao r i	β a p ao r i	198	198	OWL.SP.			
5090	Kulina	OWL	bobo / waba	waba	w a b a	w a b a - -	198	198	OWL.SP.			
5091	Deni	OWL	bobo / waba	waba	w a b a	w a b a - -	198	198	OWL.SP.			
5092	Jarawara	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.			
5093	Banawa	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.			
5094	Jamamadi	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198	198	OWL.SP.			
5095	Sorowaha	OWL	waha	waha	w a h a	w a h a - -	198	198	OWL.SP.			
114	Banawa	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN			
406	Deni	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN			
1032	Jarawara	PAIN	kome	kome	k o m e	k o m e	273	273	PAIN			
1400	Kulina	PAIN	koma	koma	k o m a	k o m a	273	273	PAIN			
1883	Sorowaha	PAIN	kowi	kowi	k o w i	k o w i	697	640	PAIN			
115	Banawa	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
208	Banawa	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
407	Deni	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
540	Deni	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
716	Jamamadi	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
817	Jamamadi	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
1033	Jarawara	PALM TREE	ere / jani	ere	e r e	e r e	231	231	PALM			
1034	Jarawara	PALM TREE	ere / jani	jani	j a n i	j a n i	256	256	PALM			
1169	Jarawara	PALM TREE	jawana / kowasaki	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
1212	Jarawara	PALM TREE	jawana / kowasaki	kowasaki	k o w a s a k i	k o w a s a k i	120	547	PALM.SP.			
1401	Kulina	PALM TREE	jani	jani	j a n i	j a n i	256	256	PALM			
1562	Kulina	PALM TREE	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.			
1884	Sorowaha	PALM TREE	ɨɾɨ	ɨɾɨ	ɨ ɾ ɨ	ɨ ɾ ɨ	231	231	PALM			
1968	Sorowaha	PALM TREE	koasaki	koasaki	k o a s a k i	k o - a s a k i	120	547	PALM.SP.			
116	Banawa	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
409	Deni	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
718	Jamamadi	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
1035	Jarawara	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
1402	Kulina	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238	238	PATH			
1699	Paumari	PATH OR ROAD	hagihi	hagihi	h a g i h i	h a g i h i	238	238	PATH			
1886	Sorowaha	PATH OR ROAD	agi	agi	a g i	- a g i - -	238	238	PATH			
117	Banawa	PIERCE	saka / ida	saka	s a k a	s a k a	350	350	PIERCE			
196	Banawa	PIERCE	saka / ida	ida	i d a	i d a	70	70	PIERCE			
413	Deni	PIERCE	saka	saka	s a k a	s a k a	350	350	PIERCE			
720	Jamamadi	PIERCE	saka / ida	saka	s a k a	s a k a	350	350	PIERCE			
803	Jamamadi	PIERCE	saka / ida	ida	i d a	i d a	70	70	PIERCE			
1037	Jarawara	PIERCE	saka / ita	saka	s a k a	s a k a	350	350	PIERCE			
1155	Jarawara	PIERCE	saka / ita	ita	i t a	i t a	70	70	PIERCE			
1405	Kulina	PIERCE	tsaka	tsaka	ts a k a	ts a k a	350	350	PIERCE			
1705	Paumari	PIERCE	saka	saka	s a k a	s a k a	350	350	PIERCE			
1943	Sorowaha	PIERCE	ida / sutika	ida	i d a	i d a	70	70	PIERCE			
10074	Sorowaha	PIERCE	ida / sutika	sutika	s u t i k a	s u t i k a	707	649	PIERCE			
118	Banawa	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE			
415	Deni	PINEAPPLE	tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE			
721	Jamamadi	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE			
1038	Jarawara	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE			
5009	Sorowaha	PINEAPPLE	tsami / aɾaguna	tsami	ts a m i	ts a m i	351	351	PINEAPPLE			
7778	Kulina	PINEAPPLE	nana / tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE			
9998	Kulina	PINEAPPLE	nana / tsʰami	nana	n a n a	n a n a	524	513	PINEAPPLE		YES	
10047	Sorowaha	PINEAPPLE	tsami / aɾaguna	aɾaguna	a ɾ a g u n a	a ɾ a g u n a	673	625	PINEAPPLE			
119	Banawa	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE			
417	Deni	PORCUPINE	mitsʰe	mitsʰe	m i tsʰ e	m i tsʰ e	292	292	PORCUPINE			
722	Jamamadi	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE			
1040	Jarawara	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE			
1407	Kulina	PORCUPINE	mitsʰɛ	mitsʰɛ	m i tsʰ ɛ	m i tsʰ ɛ	292	292	PORCUPINE			
1888	Sorowaha	PORCUPINE	misi	misi	m i s i	m i s i	292	292	PORCUPINE			
120	Banawa	POT	jia	jia	j i a	j i - a	525	514	POT			
418	Deni	POT	jipa	jipa	j i p a	j i p a	525	514	POT			
723	Jamamadi	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258	258	POT			
1041	Jarawara	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258	258	POT			
1408	Kulina	POT	jipa	jipa	j i p a	j i p a	525	514	POT			
1707	Paumari	POT	siʔaha	siʔaha	s i ʔ a h a	- s i ʔ a h a	258	258	POT			
1889	Sorowaha	POT	isaha	isaha	i s a h a	i s - - a h a	258	258	POT			
121	Banawa	ROAST OR FRY	ba	ba	b a	b a - -	23	23	ROAST.ON.COALS			
235	Banawa	ROAST OR FRY	tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST			Roast over fire
427	Deni	ROAST OR FRY	bana	bana	b a n a	b a n a	23	23	ROAST.ON.COALS			
570	Deni	ROAST OR FRY	tabitsʰi	tabitsʰi	t a b i tsʰ i	t a b i tsʰ i	407	407	ROAST			Roast over fire
841	Jamamadi	ROAST OR FRY	tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST			Roast over fire
1043	Jarawara	ROAST OR FRY	bana	bana	b a n a	b a n a	23	23	ROAST.ON.COALS			
1199	Jarawara	ROAST OR FRY	tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST			Roast over fire
1417	Kulina	ROAST OR FRY	bana	bana	b a n a	b a n a	23	23	ROAST.ON.COALS			
1587	Kulina	ROAST OR FRY	tabitsʰɛ	tabitsʰɛ	t a b i tsʰ ɛ	t a b i tsʰ ɛ	407	407	ROAST			Roast over fire
10070	Sorowaha	ROAST OR FRY	suki	suki	s u k i	s u k i	703	646	ROAST			
122	Banawa	ROTTEN	bata	bata	b a t a	b a t - a - -	224	224	ROTTEN			
429	Deni	ROTTEN	batha	batha	b a t h a	b a t h a - -	224	224	ROTTEN			
725	Jamamadi	ROTTEN	bata	bata	b a t a	b a t - a - -	224	224	ROTTEN			
1044	Jarawara	ROTTEN	abohi/bate	abohi	a b o h i	a b o - h i	526	515	ROTTEN			
1045	Jarawara	ROTTEN	abohi/bate	bata	b a t a	b a t - a - -	224	224	ROTTEN			
1419	Kulina	ROTTEN	bat̪ʰa	bat̪ʰa	b a t̪ʰ a	b a t̪ʰ - a - -	224	224	ROTTEN			
1711	Paumari	ROTTEN	batha	batha	b a t h a	b a t h a - -	224	224	ROTTEN			
1892	Sorowaha	ROTTEN	hata / hataɾi	hata	h a t a	h a t - a - -	224	224	ROTTEN			
5141	Sorowaha	ROTTEN	hata / hataɾi	hataɾi	h a t a ɾ i	h a t - a ɾ i	224	224	ROTTEN			
123	Banawa	SAND	siki	siki	s i k i	s i k i - - - - -	266	266	SAND			
431	Deni	SAND	tsiki / tsʰiki	tsiki	tʃ i k i	tʃ i k i - - - - -	266	266	SAND			
432	Deni	SAND	tsiki / tsʰiki	tsʰiki	tsʰ i k i	tsʰ i k i - - - - -	266	266	SAND			
727	Jamamadi	SAND	siki	siki	s i k i	s i k i - - - - -	266	266	SAND			
1047	Jarawara	SAND	siki	siki	s i k i	s i k i - - - - -	266	266	SAND			
1422	Kulina	SAND	tsʰiki wɛtsʰɛ / tsʰiki	tsʰiki wɛtsʰɛ	tsʰ i k i + w ɛ tsʰ ɛ	tsʰ i k i + w ɛ tsʰ ɛ	266	266 517	SAND ?			
1423	Kulina	SAND	tsʰiki wɛtsʰɛ / tsʰiki	tsʰiki	tsʰ i k i	tsʰ i k i - - - - -	266	266	SAND			
1712	Paumari	SAND	kaasi	kaasi	k aː s i	k aː s i - -	527	516	SAND			
1893	Sorowaha	SAND	asidʒu	asidʒu	a s i dʒ u	a s i dʒ u	527	516	SAND			
125	Banawa	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
434	Deni	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
1053	Jarawara	SHELLFISH	taro	taro	t a r o	t a r o	376	361	SHELLFISH			
1427	Kulina	SHELLFISH	daɾo	daɾo	d a ɾ o	d a ɾ o	376	361	SHELLFISH			
126	Banawa	SMALL	biri	biri	b i r i	b i r i - -	220	220	SMALL			
435	Deni	SMALL	bedeni / biriha / hiraride	bedeni	b e d e n i	b e d e n i	220	220	SMALL			
436	Deni	SMALL	bedeni / biriha / hiraride	biriha	b i r i h a	b i r i h a	220	220	SMALL			
437	Deni	SMALL	bedeni / biriha / hiraride	hiraride	h i r a r i d e	h i r a r i d e	528	518	SMALL			
1056	Jarawara	SMALL	biri / bite	biri	b i r i	b i r i - -	220	220	SMALL			
1057	Jarawara	SMALL	biri / bite	bite	b i t e	b i t e - -	220	220	SMALL			
1430	Kulina	SMALL	bɛdi / biɾiha	bɛdi	b ɛ d i	b ɛ d i - -	220	220	SMALL			
1431	Kulina	SMALL	bɛdi / biɾiha	biɾiha	b i ɾ i h a	b i ɾ i h a	220	220	SMALL			
10018	Sorowaha	SMALL	adje	adje	a d j e	a d j e	220	220	SMALL			
128	Banawa	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE			small eagle
281	Banawa	EAGLE OR HAWK	sibiria	sibiria	s i b i r i a	s i b i r i a	168	168	HARPY			Harpy eagle
621	Deni	EAGLE OR HAWK	tsʰibiri	tsʰibiri	tsʰ i b i r i	tsʰ i b i r i -	168	168	HARPY			Harpy eagle
890	Jamamadi	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168	168	HARPY			Harpy eagle
1059	Jarawara	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE			small eagle
1253	Jarawara	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168	168	HARPY			Harpy eagle
1626	Kulina	EAGLE OR HAWK	tsibiɾi	tsibiɾi	ts i b i ɾ i	ts i b i ɾ i -	168	168	HARPY			Harpy eagle
1717	Paumari	EAGLE OR HAWK	kokoi	kokoi	k o k o i	k o k o - i	272	272	SMALL.EAGLE			small eagle
1830	Paumari	EAGLE OR HAWK	sabira	sabira	s a b i r a	s a b i r - a	168	168	HARPY			Harpy eagle
1983	Sorowaha	EAGLE OR HAWK	sibiɾi	sibiɾi	s i b i ɾ i	s i b i ɾ i -	168	168	HARPY			Harpy eagle
2005	Sorowaha	EAGLE OR HAWK	tobajaɾo	tobajaɾo	t o b a j a ɾ o	t o b a j a ɾ o	189	189	NIGHTHAWK			
5051	Sorowaha	EAGLE OR HAWK	ʃibiɾi	ʃibiɾi	ʃ i b i ɾ i	ʃ i b i ɾ i	437	420	HAWK			
8027	Banawa	EAGLE OR HAWK	towero	towero	t o w e r o	t o w e - - r o	189	189	NIGHTHAWK			
8028	Jamamadi	EAGLE OR HAWK	tobejo	tobejo	t o b e j o	t o b e j - - o	189	189	NIGHTHAWK			
8029	Jarawara	EAGLE OR HAWK	tobero	tobero	t o b e r o	t o b e - - r o	189	189	NIGHTHAWK			
129	Banawa	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
732	Jamamadi	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
1061	Jarawara	SNAIL	waho	waho	w a h o	w a h o	233	233	SNAIL			
1718	Paumari	SNAIL	gaho	gaho	g a h o	g a h o	233	233	SNAIL			
1992	Sorowaha	SNAIL	dɨhɨwa	dɨhɨwa	d ɨ h ɨ w a	d ɨ h ɨ w a	529	519	SNAIL			
8033	Jarawara	SNAIL	towawa	towawa	t o w a w a	t o w a w a	192	192	SNAIL.SP.			
8034	Paumari	SNAIL	topaβa	topaβa	t o p a β a	t o p a β a	192	192	SNAIL.SP.			
130	Banawa	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
441	Deni	SNAKE	makha	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
733	Jamamadi	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
1062	Jarawara	SNAKE	maka	maka	m a k a	m a k a	288	288	SNAKE			
1436	Kulina	SNAKE	makʰa	makʰa	m a kʰ a	m a kʰ a	288	288	SNAKE			
1567	Kulina	SNAKE	joni	joni	j o n i	j o n i - - - -	92	92	SNAKE.SP.			
1719	Paumari	SNAKE	makha	makha	m a kʰ a	m a kʰ a	288	288	SNAKE			
1790	Paumari	SNAKE	jonirara	jonirara	j o n i + r a r a	j o n i + r a r a	92	92 411	SNAKE.SP. ?			
10065	Sorowaha	SNAKE	kuwiɾi	kuwiɾi	k u w i ɾ i	k u w i ɾ i	698	641	SNAKE			
131	Banawa	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
734	Jamamadi	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
1063	Jarawara	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
1720	Paumari	SOCÓ HERON	amaʔahaβa	amaʔahaβa	a m a ʔ a h a β a	a m a ʔ a h a β a	692	692	SOCÓ.HERON			
1896	Sorowaha	SOCÓ HERON	maha	maha	m a h a	- m a - - h a - -	692	692	SOCÓ.HERON			
132	Banawa	SOFT MATERIAL INSIDE SOMETHING	aɸo	aɸo	a ɸ o	a ɸ o - -	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
442	Deni	SOFT MATERIAL INSIDE SOMETHING	aphone	aphone	a pʰ o n e	a pʰ o n e	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
735	Jamamadi	SOFT MATERIAL INSIDE SOMETHING	aɸo	aɸo	a ɸ o	a ɸ o - -	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
1064	Jarawara	SOFT MATERIAL INSIDE SOMETHING	aɸo	aɸo	a ɸ o	a ɸ o - -	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
1437	Kulina	SOFT MATERIAL INSIDE SOMETHING	apʰona	apʰona	a pʰ o n a	a pʰ o n a	12	12	SOFT.MATERIAL.INSIDE.SOMETHING			
134	Banawa	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
445	Deni	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
738	Jamamadi	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
1067	Jarawara	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
1441	Kulina	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL			
1722	Paumari	STEAL	boʔi	boʔi	b o ʔ i	b o ʔ i	25	25	STEAL			
135	Banawa	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY			
446	Deni	STINGRAY	botani	botani	b o t a n i	b o t a n i	225	225	STINGRAY			
739	Jamamadi	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY			
1068	Jarawara	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY			
1442	Kulina	STINGRAY	botani	botani	b o t a n i	b o t a n i	225	225	STINGRAY			
1724	Paumari	STINGRAY	boɗani	boɗani	b o ɗ a n i	b o ɗ a n i	225	225	STINGRAY			
5024	Sorowaha	STINGRAY	miʃʲa	miʃʲa	m i ʃʲ a	m i ʃʲ a	530	520	STINGRAY			
136	Banawa	LUBRICATE	kete	kete	k e t e	k e t e	1281	1281	LUBRICATE			
1070	Jarawara	LUBRICATE	kete	kete	k e t e	k e t e	1281	1281	LUBRICATE			
137	Banawa	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
741	Jamamadi	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
1071	Jarawara	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
1444	Kulina	SICK	kija	kija	k i j a	k i j a	1212	1212	BE.ILL			
10151	Sorowaha	SICK	ʝumuri	ʝumuri	ʝ u m u r i	ʝ u m u r i	757	720	BE.ILL			
10291	Arawa	SICK	amozaraha	amozaraha	a m o z a r a h a	a m o z a r a h a	839	796	BAD			
138	Banawa	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
742	Jamamadi	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
1073	Jarawara	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
1728	Paumari	CATFISH	bahama	bahama	b a h a m a	- b a h a m a	215	215	SURUBIM.FISH			
140	Banawa	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
452	Deni	TERMITE NEST	hibo	hibo	h i b o	h i - - b o	777	777	TERMITE.NEST			
744	Jamamadi	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
1076	Jarawara	TERMITE NEST	hijabo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
1450	Kulina	TERMITE NEST	hijabo / hibo	hijabo	h i j a b o	h i j a b o	777	777	TERMITE.NEST			
1451	Kulina	TERMITE NEST	hijabo / hibo	hibo	h i b o	h i - - b o	777	777	TERMITE.NEST			
141	Banawa	UPPER LEG (THIGH)	ɸanako	ɸanako	ɸ a n a k o	ɸ a n a k o	310	310	THIGH			
455	Deni	UPPER LEG (THIGH)	panakho	panakho	p a n a kʰ o	p a n a kʰ o	310	310	THIGH			
745	Jamamadi	UPPER LEG (THIGH)	ɸanako	ɸanako	ɸ a n a k o	ɸ a n a k o	310	310	THIGH			
1080	Jarawara	UPPER LEG (THIGH)	ɸanako	ɸanako	ɸ a n a k o	ɸ a n a k o	310	310	THIGH			
1453	Kulina	UPPER LEG (THIGH)	panakʰo	panakʰo	p a n a kʰ o	p a n a kʰ o	310	310	THIGH			
142	Banawa	THORN	atia	atia	a t i a	a t i - a	209	209	THORN			
457	Deni	THORN	atiwa	atiwa	a t i w a	a t i w a	209	209	THORN			
746	Jamamadi	THORN	atiwa	atiwa	a t i w a	a t i w a	209	209	THORN			
1081	Jarawara	THORN	atine	atine	a t i n e	a t i n e	209	209	THORN			
1455	Kulina	THORN	ati	ati	a t i	a t i - -	209	209	THORN			
